Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;37;1;1;00:00:00;2021-11-02T0:28; 00:00 ;3.7;Partly Cloudy;WSW 16;NA;71
CHU;Hpital Saint-Franois-d'Assise;51217602;34;40;9;1;00:00:00;2021-11-02T0:28; 00:00 ;3.7;Partly Cloudy;WSW 16;NA;71
CHU;L'Htel-Dieu de Qubec;51217586;15;14;2;0;00:00:00;2021-11-02T0:28; 00:00 ;3.7;Partly Cloudy;WSW 16;NA;71
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;20;5;00:00:00;2021-11-02T0:28; 00:00 ;3.7;Partly Cloudy;WSW 16;NA;71
CHU;Hpital du Saint-Sacrement;51217529;22;19;3;1;00:00:00;2021-11-02T0:28; 00:00 ;3.7;Partly Cloudy;WSW 16;NA;71
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;00:00:00;2021-11-02T0:28; 00:00 ;3.7;Partly Cloudy;WSW 16;NA;71
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;38;1;1;01:00:00;2021-11-02T1:28; 01:00 ;2.7;Mainly Clear;WSW 16;NA;81
CHU;Hpital Saint-Franois-d'Assise;51217602;34;39;9;1;01:00:00;2021-11-02T1:28; 01:00 ;2.7;Mainly Clear;WSW 16;NA;81
CHU;L'Htel-Dieu de Qubec;51217586;15;14;2;0;01:00:00;2021-11-02T1:28; 01:00 ;2.7;Mainly Clear;WSW 16;NA;81
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;21;5;01:00:00;2021-11-02T1:28; 01:00 ;2.7;Mainly Clear;WSW 16;NA;81
CHU;Hpital du Saint-Sacrement;51217529;22;20;3;1;01:00:00;2021-11-02T1:28; 01:00 ;2.7;Mainly Clear;WSW 16;NA;81
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;01:00:00;2021-11-02T1:28; 01:00 ;2.7;Mainly Clear;WSW 16;NA;81
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;39;1;1;02:00:00;2021-11-02T2:28; 02:00 ;1.9;Clear;WSW 15;NA;87
CHU;Hpital Saint-Franois-d'Assise;51217602;34;41;9;1;02:00:00;2021-11-02T2:28; 02:00 ;1.9;Clear;WSW 15;NA;87
CHU;L'Htel-Dieu de Qubec;51217586;15;13;2;0;02:00:00;2021-11-02T2:28; 02:00 ;1.9;Clear;WSW 15;NA;87
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;21;5;02:00:00;2021-11-02T2:28; 02:00 ;1.9;Clear;WSW 15;NA;87
CHU;Hpital du Saint-Sacrement;51217529;22;20;3;1;02:00:00;2021-11-02T2:28; 02:00 ;1.9;Clear;WSW 15;NA;87
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;02:00:00;2021-11-02T2:28; 02:00 ;1.9;Clear;WSW 15;NA;87
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;38;1;1;03:00:00;2021-11-02T3:28; 03:00 ;1.9;Clear;WSW 16;NA;88
CHU;Hpital Saint-Franois-d'Assise;51217602;34;42;9;1;03:00:00;2021-11-02T3:28; 03:00 ;1.9;Clear;WSW 16;NA;88
CHU;L'Htel-Dieu de Qubec;51217586;15;13;2;0;03:00:00;2021-11-02T3:28; 03:00 ;1.9;Clear;WSW 16;NA;88
CHU;Hpital de l'Enfant-Jsus;51233914;48;54;21;5;03:00:00;2021-11-02T3:28; 03:00 ;1.9;Clear;WSW 16;NA;88
CHU;Hpital du Saint-Sacrement;51217529;22;18;2;1;03:00:00;2021-11-02T3:28; 03:00 ;1.9;Clear;WSW 16;NA;88
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;03:00:00;2021-11-02T3:28; 03:00 ;1.9;Clear;WSW 16;NA;88
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;39;1;1;04:00:00;2021-11-02T4:28; 04:00 ;2.1;Clear;WSW 17;NA;90
CHU;Hpital Saint-Franois-d'Assise;51217602;34;42;10;1;04:00:00;2021-11-02T4:28; 04:00 ;2.1;Clear;WSW 17;NA;90
CHU;L'Htel-Dieu de Qubec;51217586;15;13;2;0;04:00:00;2021-11-02T4:28; 04:00 ;2.1;Clear;WSW 17;NA;90
CHU;Hpital de l'Enfant-Jsus;51233914;48;55;22;5;04:00:00;2021-11-02T4:28; 04:00 ;2.1;Clear;WSW 17;NA;90
CHU;Hpital du Saint-Sacrement;51217529;22;18;2;1;04:00:00;2021-11-02T4:28; 04:00 ;2.1;Clear;WSW 17;NA;90
