Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;48;9;5;00:00:00;2021-11-16T0:28; 00:00 ;-0.1;Mostly Cloudy;WSW 17;NA;86
CHU;Hpital Saint-Franois-d'Assise;51217602;34;41;6;0;00:00:00;2021-11-16T0:28; 00:00 ;-0.1;Mostly Cloudy;WSW 17;NA;86
CHU;L'Htel-Dieu de Qubec;51217586;15;17;2;0;00:00:00;2021-11-16T0:28; 00:00 ;-0.1;Mostly Cloudy;WSW 17;NA;86
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;7;1;00:00:00;2021-11-16T0:28; 00:00 ;-0.1;Mostly Cloudy;WSW 17;NA;86
CHU;Hpital du Saint-Sacrement;51217529;22;22;4;0;00:00:00;2021-11-16T0:28; 00:00 ;-0.1;Mostly Cloudy;WSW 17;NA;86
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;27;0;0;00:00:00;2021-11-16T0:28; 00:00 ;-0.1;Mostly Cloudy;WSW 17;NA;86
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;49;9;5;01:00:00;2021-11-16T1:28; 01:00 ;0.1;Mostly Cloudy;WNW 10;NA;74
CHU;Hpital Saint-Franois-d'Assise;51217602;34;41;7;0;01:00:00;2021-11-16T1:28; 01:00 ;0.1;Mostly Cloudy;WNW 10;NA;74
CHU;L'Htel-Dieu de Qubec;51217586;15;17;2;0;01:00:00;2021-11-16T1:28; 01:00 ;0.1;Mostly Cloudy;WNW 10;NA;74
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;9;1;01:00:00;2021-11-16T1:28; 01:00 ;0.1;Mostly Cloudy;WNW 10;NA;74
CHU;Hpital du Saint-Sacrement;51217529;22;23;5;0;01:00:00;2021-11-16T1:28; 01:00 ;0.1;Mostly Cloudy;WNW 10;NA;74
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;25;0;0;01:00:00;2021-11-16T1:28; 01:00 ;0.1;Mostly Cloudy;WNW 10;NA;74
