Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;31;7;2;00:00:00;2021-11-13T0:28; 00:00 ;6.7;Cloudy;W 18;NA;42
CHU;Hpital Saint-Franois-d'Assise;51217602;34;27;0;0;00:00:00;2021-11-13T0:28; 00:00 ;6.7;Cloudy;W 18;NA;42
CHU;L'Htel-Dieu de Qubec;51217586;15;12;2;0;00:00:00;2021-11-13T0:28; 00:00 ;6.7;Cloudy;W 18;NA;42
CHU;Hpital de l'Enfant-Jsus;51233914;48;42;7;1;00:00:00;2021-11-13T0:28; 00:00 ;6.7;Cloudy;W 18;NA;42
CHU;Hpital du Saint-Sacrement;51217529;22;17;7;0;00:00:00;2021-11-13T0:28; 00:00 ;6.7;Cloudy;W 18;NA;42
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;1;0;00:00:00;2021-11-13T0:28; 00:00 ;6.7;Cloudy;W 18;NA;42
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;29;8;2;01:00:00;2021-11-13T1:28; 01:00 ;6.0;Mostly Cloudy;W 10;NA;42
CHU;Hpital Saint-Franois-d'Assise;51217602;34;27;0;0;01:00:00;2021-11-13T1:28; 01:00 ;6.0;Mostly Cloudy;W 10;NA;42
CHU;L'Htel-Dieu de Qubec;51217586;15;13;2;0;01:00:00;2021-11-13T1:28; 01:00 ;6.0;Mostly Cloudy;W 10;NA;42
CHU;Hpital de l'Enfant-Jsus;51233914;48;46;7;1;01:00:00;2021-11-13T1:28; 01:00 ;6.0;Mostly Cloudy;W 10;NA;42
CHU;Hpital du Saint-Sacrement;51217529;22;17;7;0;01:00:00;2021-11-13T1:28; 01:00 ;6.0;Mostly Cloudy;W 10;NA;42
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;12;1;0;01:00:00;2021-11-13T1:28; 01:00 ;6.0;Mostly Cloudy;W 10;NA;42
