Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;33;2;0;00:00:00;2021-11-19T0:28; 00:00 ;2.4;Light Rain;WSW 18;NA;93
CHU;Hpital Saint-Franois-d'Assise;51217602;34;27;3;0;00:00:00;2021-11-19T0:28; 00:00 ;2.4;Light Rain;WSW 18;NA;93
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;00:00:00;2021-11-19T0:28; 00:00 ;2.4;Light Rain;WSW 18;NA;93
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;10;1;00:00:00;2021-11-19T0:28; 00:00 ;2.4;Light Rain;WSW 18;NA;93
CHU;Hpital du Saint-Sacrement;51217529;22;23;11;2;00:00:00;2021-11-19T0:28; 00:00 ;2.4;Light Rain;WSW 18;NA;93
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;21;0;0;00:00:00;2021-11-19T0:28; 00:00 ;2.4;Light Rain;WSW 18;NA;93
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;36;2;0;01:00:00;2021-11-19T1:28; 01:00 ;2.1;Mostly Cloudy;SW 14;NA;96
CHU;Hpital Saint-Franois-d'Assise;51217602;34;27;3;0;01:00:00;2021-11-19T1:28; 01:00 ;2.1;Mostly Cloudy;SW 14;NA;96
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;01:00:00;2021-11-19T1:28; 01:00 ;2.1;Mostly Cloudy;SW 14;NA;96
CHU;Hpital de l'Enfant-Jsus;51233914;48;55;10;2;01:00:00;2021-11-19T1:28; 01:00 ;2.1;Mostly Cloudy;SW 14;NA;96
CHU;Hpital du Saint-Sacrement;51217529;22;23;11;3;01:00:00;2021-11-19T1:28; 01:00 ;2.1;Mostly Cloudy;SW 14;NA;96
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;01:00:00;2021-11-19T1:28; 01:00 ;2.1;Mostly Cloudy;SW 14;NA;96
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;36;2;0;02:00:00;2021-11-19T2:28; 02:00 ;1.4;Light Rain;WSW 11;NA;98
CHU;Hpital Saint-Franois-d'Assise;51217602;34;28;4;0;02:00:00;2021-11-19T2:28; 02:00 ;1.4;Light Rain;WSW 11;NA;98
CHU;L'Htel-Dieu de Qubec;51217586;15;15;0;0;02:00:00;2021-11-19T2:28; 02:00 ;1.4;Light Rain;WSW 11;NA;98
CHU;Hpital de l'Enfant-Jsus;51233914;48;57;10;2;02:00:00;2021-11-19T2:28; 02:00 ;1.4;Light Rain;WSW 11;NA;98
CHU;Hpital du Saint-Sacrement;51217529;22;23;11;3;02:00:00;2021-11-19T2:28; 02:00 ;1.4;Light Rain;WSW 11;NA;98
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;02:00:00;2021-11-19T2:28; 02:00 ;1.4;Light Rain;WSW 11;NA;98
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;34;2;0;03:00:00;2021-11-19T3:28; 03:00 ;1.6;Mostly Cloudy;WSW 11;NA;97
CHU;Hpital Saint-Franois-d'Assise;51217602;34;30;4;0;03:00:00;2021-11-19T3:28; 03:00 ;1.6;Mostly Cloudy;WSW 11;NA;97
CHU;L'Htel-Dieu de Qubec;51217586;15;14;0;0;03:00:00;2021-11-19T3:28; 03:00 ;1.6;Mostly Cloudy;WSW 11;NA;97
CHU;Hpital de l'Enfant-Jsus;51233914;48;57;10;3;03:00:00;2021-11-19T3:28; 03:00 ;1.6;Mostly Cloudy;WSW 11;NA;97
CHU;Hpital du Saint-Sacrement;51217529;22;24;11;3;03:00:00;2021-11-19T3:28; 03:00 ;1.6;Mostly Cloudy;WSW 11;NA;97
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;03:00:00;2021-11-19T3:28; 03:00 ;1.6;Mostly Cloudy;WSW 11;NA;97
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;32;2;0;04:00:00;2021-11-19T4:28; 04:00 ;0.9;Mostly Cloudy;WSW 18;NA;33
CHU;Hpital Saint-Franois-d'Assise;51217602;34;32;4;0;04:00:00;2021-11-19T4:28; 04:00 ;0.9;Mostly Cloudy;WSW 18;NA;33
CHU;L'Htel-Dieu de Qubec;51217586;15;15;0;0;04:00:00;2021-11-19T4:28; 04:00 ;0.9;Mostly Cloudy;WSW 18;NA;33
CHU;Hpital de l'Enfant-Jsus;51233914;48;58;10;3;04:00:00;2021-11-19T4:28; 04:00 ;0.9;Mostly Cloudy;WSW 18;NA;33
CHU;Hpital du Saint-Sacrement;51217529;22;24;11;3;04:00:00;2021-11-19T4:28; 04:00 ;0.9;Mostly Cloudy;WSW 18;NA;33
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;04:00:00;2021-11-19T4:28; 04:00 ;0.9;Mostly Cloudy;WSW 18;NA;33
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;32;2;0;05:00:00;2021-11-19T5:28; 05:00 ;1.1;Mostly Cloudy;WSW 13;NA;33
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;4;0;05:00:00;2021-11-19T5:28; 05:00 ;1.1;Mostly Cloudy;WSW 13;NA;33
CHU;L'Htel-Dieu de Qubec;51217586;15;15;0;0;05:00:00;2021-11-19T5:28; 05:00 ;1.1;Mostly Cloudy;WSW 13;NA;33
CHU;Hpital de l'Enfant-Jsus;51233914;48;60;10;3;05:00:00;2021-11-19T5:28; 05:00 ;1.1;Mostly Cloudy;WSW 13;NA;33
CHU;Hpital du Saint-Sacrement;51217529;22;24;11;3;05:00:00;2021-11-19T5:28; 05:00 ;1.1;Mostly Cloudy;WSW 13;NA;33
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;05:00:00;2021-11-19T5:28; 05:00 ;1.1;Mostly Cloudy;WSW 13;NA;33
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;33;2;0;06:00:00;2021-11-19T6:28; 06:00 ;1.0;Light Snow;WSW 15;NA;32
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;4;0;06:00:00;2021-11-19T6:28; 06:00 ;1.0;Light Snow;WSW 15;NA;32
CHU;L'Htel-Dieu de Qubec;51217586;15;17;0;0;06:00:00;2021-11-19T6:28; 06:00 ;1.0;Light Snow;WSW 15;NA;32
CHU;Hpital de l'Enfant-Jsus;51233914;48;62;11;3;06:00:00;2021-11-19T6:28; 06:00 ;1.0;Light Snow;WSW 15;NA;32
CHU;Hpital du Saint-Sacrement;51217529;22;25;11;3;06:00:00;2021-11-19T6:28; 06:00 ;1.0;Light Snow;WSW 15;NA;32
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;06:00:00;2021-11-19T6:28; 06:00 ;1.0;Light Snow;WSW 15;NA;32
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;32;2;1;07:00:00;2021-11-19T7:28; 07:00 ;0.7;Mostly Cloudy;WSW 14;NA;32
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;4;0;07:00:00;2021-11-19T7:28; 07:00 ;0.7;Mostly Cloudy;WSW 14;NA;32
CHU;L'Htel-Dieu de Qubec;51217586;15;16;0;0;07:00:00;2021-11-19T7:28; 07:00 ;0.7;Mostly Cloudy;WSW 14;NA;32
CHU;Hpital de l'Enfant-Jsus;51233914;48;64;11;3;07:00:00;2021-11-19T7:28; 07:00 ;0.7;Mostly Cloudy;WSW 14;NA;32
CHU;Hpital du Saint-Sacrement;51217529;22;25;11;3;07:00:00;2021-11-19T7:28; 07:00 ;0.7;Mostly Cloudy;WSW 14;NA;32
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;0;0;07:00:00;2021-11-19T7:28; 07:00 ;0.7;Mostly Cloudy;WSW 14;NA;32
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;35;3;1;08:00:00;2021-11-19T8:28; 08:00 ;1.1;Mostly Cloudy;WSW 15;NA;33
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;5;0;08:00:00;2021-11-19T8:28; 08:00 ;1.1;Mostly Cloudy;WSW 15;NA;33
CHU;L'Htel-Dieu de Qubec;51217586;15;14;0;0;08:00:00;2021-11-19T8:28; 08:00 ;1.1;Mostly Cloudy;WSW 15;NA;33
CHU;Hpital de l'Enfant-Jsus;51233914;48;63;12;3;08:00:00;2021-11-19T8:28; 08:00 ;1.1;Mostly Cloudy;WSW 15;NA;33
CHU;Hpital du Saint-Sacrement;51217529;22;25;11;4;08:00:00;2021-11-19T8:28; 08:00 ;1.1;Mostly Cloudy;WSW 15;NA;33
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;0;0;08:00:00;2021-11-19T8:28; 08:00 ;1.1;Mostly Cloudy;WSW 15;NA;33
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;36;3;1;09:00:00;2021-11-19T9:28; 09:00 ;1.5;Mostly Cloudy;WSW 13;NA;33
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;5;0;09:00:00;2021-11-19T9:28; 09:00 ;1.5;Mostly Cloudy;WSW 13;NA;33
CHU;L'Htel-Dieu de Qubec;51217586;15;14;0;0;09:00:00;2021-11-19T9:28; 09:00 ;1.5;Mostly Cloudy;WSW 13;NA;33
CHU;Hpital de l'Enfant-Jsus;51233914;48;67;13;3;09:00:00;2021-11-19T9:28; 09:00 ;1.5;Mostly Cloudy;WSW 13;NA;33
CHU;Hpital du Saint-Sacrement;51217529;22;24;10;5;09:00:00;2021-11-19T9:28; 09:00 ;1.5;Mostly Cloudy;WSW 13;NA;33
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;09:00:00;2021-11-19T9:28; 09:00 ;1.5;Mostly Cloudy;WSW 13;NA;33
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;37;3;1;10:00:00;2021-11-19T10:28; 10:00 ;2.3;Mostly Cloudy;WSW 26;NA;33
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;3;0;10:00:00;2021-11-19T10:28; 10:00 ;2.3;Mostly Cloudy;WSW 26;NA;33
CHU;L'Htel-Dieu de Qubec;51217586;15;11;0;0;10:00:00;2021-11-19T10:28; 10:00 ;2.3;Mostly Cloudy;WSW 26;NA;33
CHU;Hpital de l'Enfant-Jsus;51233914;48;64;16;3;10:00:00;2021-11-19T10:28; 10:00 ;2.3;Mostly Cloudy;WSW 26;NA;33
CHU;Hpital du Saint-Sacrement;51217529;22;25;9;5;10:00:00;2021-11-19T10:28; 10:00 ;2.3;Mostly Cloudy;WSW 26;NA;33
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;10:00:00;2021-11-19T10:28; 10:00 ;2.3;Mostly Cloudy;WSW 26;NA;33
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;37;7;1;11:00:00;2021-11-19T11:28; 11:00 ;3.0;Mostly Cloudy;WSW 26 gust 38;NA;32
CHU;Hpital Saint-Franois-d'Assise;51217602;34;31;4;0;11:00:00;2021-11-19T11:28; 11:00 ;3.0;Mostly Cloudy;WSW 26 gust 38;NA;32
