Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;38;1;0;00:00:00;2021-12-18T0:28; 00:00 ;-2.1;Partly Cloudy;WNW 14;NA;53
CHU;Hpital Saint-Franois-d'Assise;51217602;34;39;7;1;00:00:00;2021-12-18T0:28; 00:00 ;-2.1;Partly Cloudy;WNW 14;NA;53
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;00:00:00;2021-12-18T0:28; 00:00 ;-2.1;Partly Cloudy;WNW 14;NA;53
CHU;Hpital de l'Enfant-Jsus;51233914;48;46;1;0;00:00:00;2021-12-18T0:28; 00:00 ;-2.1;Partly Cloudy;WNW 14;NA;53
CHU;Hpital du Saint-Sacrement;51217529;22;19;4;1;00:00:00;2021-12-18T0:28; 00:00 ;-2.1;Partly Cloudy;WNW 14;NA;53
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;19;0;0;00:00:00;2021-12-18T0:28; 00:00 ;-2.1;Partly Cloudy;WNW 14;NA;53
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;39;1;0;01:00:00;2021-12-18T1:28; 01:00 ;-3.7;Partly Cloudy;NW 14 gust 29;NA;53
CHU;Hpital Saint-Franois-d'Assise;51217602;34;39;7;1;01:00:00;2021-12-18T1:28; 01:00 ;-3.7;Partly Cloudy;NW 14 gust 29;NA;53
CHU;L'Htel-Dieu de Qubec;51217586;15;15;0;0;01:00:00;2021-12-18T1:28; 01:00 ;-3.7;Partly Cloudy;NW 14 gust 29;NA;53
CHU;Hpital de l'Enfant-Jsus;51233914;48;49;1;0;01:00:00;2021-12-18T1:28; 01:00 ;-3.7;Partly Cloudy;NW 14 gust 29;NA;53
CHU;Hpital du Saint-Sacrement;51217529;22;19;4;1;01:00:00;2021-12-18T1:28; 01:00 ;-3.7;Partly Cloudy;NW 14 gust 29;NA;53
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;0;0;01:00:00;2021-12-18T1:28; 01:00 ;-3.7;Partly Cloudy;NW 14 gust 29;NA;53
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;41;1;0;02:00:00;2021-12-18T2:28; 02:00 ;-4.7;Mainly Clear;NW 12;NA;54
CHU;Hpital Saint-Franois-d'Assise;51217602;34;40;8;1;02:00:00;2021-12-18T2:28; 02:00 ;-4.7;Mainly Clear;NW 12;NA;54
CHU;L'Htel-Dieu de Qubec;51217586;15;15;0;0;02:00:00;2021-12-18T2:28; 02:00 ;-4.7;Mainly Clear;NW 12;NA;54
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;1;0;02:00:00;2021-12-18T2:28; 02:00 ;-4.7;Mainly Clear;NW 12;NA;54
CHU;Hpital du Saint-Sacrement;51217529;22;20;4;1;02:00:00;2021-12-18T2:28; 02:00 ;-4.7;Mainly Clear;NW 12;NA;54
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;0;0;02:00:00;2021-12-18T2:28; 02:00 ;-4.7;Mainly Clear;NW 12;NA;54
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;43;1;0;03:00:00;2021-12-18T3:28; 03:00 ;-5.3;Mainly Clear;NW 6 gust 28;NA;51
CHU;Hpital Saint-Franois-d'Assise;51217602;34;40;8;1;03:00:00;2021-12-18T3:28; 03:00 ;-5.3;Mainly Clear;NW 6 gust 28;NA;51
CHU;L'Htel-Dieu de Qubec;51217586;15;16;0;0;03:00:00;2021-12-18T3:28; 03:00 ;-5.3;Mainly Clear;NW 6 gust 28;NA;51
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;1;0;03:00:00;2021-12-18T3:28; 03:00 ;-5.3;Mainly Clear;NW 6 gust 28;NA;51
CHU;Hpital du Saint-Sacrement;51217529;22;23;4;1;03:00:00;2021-12-18T3:28; 03:00 ;-5.3;Mainly Clear;NW 6 gust 28;NA;51
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;21;0;0;03:00:00;2021-12-18T3:28; 03:00 ;-5.3;Mainly Clear;NW 6 gust 28;NA;51
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;42;1;0;04:00:00;2021-12-18T4:28; 04:00 ;-6.1;Mainly Clear;W 9;NA;54
CHU;Hpital Saint-Franois-d'Assise;51217602;34;40;8;1;04:00:00;2021-12-18T4:28; 04:00 ;-6.1;Mainly Clear;W 9;NA;54
CHU;L'Htel-Dieu de Qubec;51217586;15;17;0;0;04:00:00;2021-12-18T4:28; 04:00 ;-6.1;Mainly Clear;W 9;NA;54
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;1;0;04:00:00;2021-12-18T4:28; 04:00 ;-6.1;Mainly Clear;W 9;NA;54
CHU;Hpital du Saint-Sacrement;51217529;22;23;4;1;04:00:00;2021-12-18T4:28; 04:00 ;-6.1;Mainly Clear;W 9;NA;54
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;21;0;0;04:00:00;2021-12-18T4:28; 04:00 ;-6.1;Mainly Clear;W 9;NA;54
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;40;1;0;05:00:00;2021-12-18T5:28; 05:00 ;-6.9;Mainly Clear;W 5;NA;57
CHU;Hpital Saint-Franois-d'Assise;51217602;34;41;8;1;05:00:00;2021-12-18T5:28; 05:00 ;-6.9;Mainly Clear;W 5;NA;57
CHU;L'Htel-Dieu de Qubec;51217586;15;16;0;0;05:00:00;2021-12-18T5:28; 05:00 ;-6.9;Mainly Clear;W 5;NA;57
CHU;Hpital de l'Enfant-Jsus;51233914;48;54;1;0;05:00:00;2021-12-18T5:28; 05:00 ;-6.9;Mainly Clear;W 5;NA;57
CHU;Hpital du Saint-Sacrement;51217529;22;24;5;1;05:00:00;2021-12-18T5:28; 05:00 ;-6.9;Mainly Clear;W 5;NA;57
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;23;0;0;05:00:00;2021-12-18T5:28; 05:00 ;-6.9;Mainly Clear;W 5;NA;57
CHU;Le Centre hospitalier de l'Universit Laval;51217594;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-18T6:28; 06:00 ;-7.7;Mainly Clear;WNW 6;NA;60
CHU;Hpital Saint-Franois-d'Assise;51217602;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-18T6:28; 06:00 ;-7.7;Mainly Clear;WNW 6;NA;60
CHU;L'Htel-Dieu de Qubec;51217586;15;16;0;0;06:00:00;2021-12-18T6:28; 06:00 ;-7.7;Mainly Clear;WNW 6;NA;60
CHU;Hpital de l'Enfant-Jsus;51233914;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-18T6:28; 06:00 ;-7.7;Mainly Clear;WNW 6;NA;60
CHU;Hpital du Saint-Sacrement;51217529;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-18T6:28; 06:00 ;-7.7;Mainly Clear;WNW 6;NA;60
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-18T6:28; 06:00 ;-7.7;Mainly Clear;WNW 6;NA;60
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;35;1;0;07:00:00;2021-12-18T7:28; 07:00 ;-8.5;Partly Cloudy;W 6;NA;65
CHU;Hpital Saint-Franois-d'Assise;51217602;34;43;9;1;07:00:00;2021-12-18T7:28; 07:00 ;-8.5;Partly Cloudy;W 6;NA;65
CHU;L'Htel-Dieu de Qubec;51217586;15;16;0;0;07:00:00;2021-12-18T7:28; 07:00 ;-8.5;Partly Cloudy;W 6;NA;65
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;1;0;07:00:00;2021-12-18T7:28; 07:00 ;-8.5;Partly Cloudy;W 6;NA;65
CHU;Hpital du Saint-Sacrement;51217529;22;23;5;1;07:00:00;2021-12-18T7:28; 07:00 ;-8.5;Partly Cloudy;W 6;NA;65
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;22;0;0;07:00:00;2021-12-18T7:28; 07:00 ;-8.5;Partly Cloudy;W 6;NA;65
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;35;1;0;08:00:00;2021-12-18T8:28; 08:00 ;-8.4;Partly Cloudy;WNW 4;NA;64
CHU;Hpital Saint-Franois-d'Assise;51217602;34;41;10;1;08:00:00;2021-12-18T8:28; 08:00 ;-8.4;Partly Cloudy;WNW 4;NA;64
CHU;L'Htel-Dieu de Qubec;51217586;15;16;0;0;08:00:00;2021-12-18T8:28; 08:00 ;-8.4;Partly Cloudy;WNW 4;NA;64
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;1;0;08:00:00;2021-12-18T8:28; 08:00 ;-8.4;Partly Cloudy;WNW 4;NA;64
CHU;Hpital du Saint-Sacrement;51217529;22;23;5;1;08:00:00;2021-12-18T8:28; 08:00 ;-8.4;Partly Cloudy;WNW 4;NA;64
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;23;0;0;08:00:00;2021-12-18T8:28; 08:00 ;-8.4;Partly Cloudy;WNW 4;NA;64
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;35;1;0;09:00:00;2021-12-18T9:28; 09:00 ;-7.6;Mostly Cloudy;NNW 4;NA;62
CHU;Hpital Saint-Franois-d'Assise;51217602;34;41;9;1;09:00:00;2021-12-18T9:28; 09:00 ;-7.6;Mostly Cloudy;NNW 4;NA;62
