Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;35;7;1;09:00:00;2021-10-18T9:28; 09:00 ;8.0;Mostly Cloudy;WSW 16;NA;82
CHU;Hpital Saint-Franois-d'Assise;51217602;34;37;11;3;09:00:00;2021-10-18T9:28; 09:00 ;8.0;Mostly Cloudy;WSW 16;NA;82
CHU;L'Htel-Dieu de Qubec;51217586;15;17;2;0;09:00:00;2021-10-18T9:28; 09:00 ;8.0;Mostly Cloudy;WSW 16;NA;82
CHU;Hpital de l'Enfant-Jsus;51233914;48;61;25;11;09:00:00;2021-10-18T9:28; 09:00 ;8.0;Mostly Cloudy;WSW 16;NA;82
CHU;Hpital du Saint-Sacrement;51217529;22;24;9;7;09:00:00;2021-10-18T9:28; 09:00 ;8.0;Mostly Cloudy;WSW 16;NA;82
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;1;0;09:00:00;2021-10-18T9:28; 09:00 ;8.0;Mostly Cloudy;WSW 16;NA;82
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;40;8;1;10:00:00;2021-10-18T10:28; 10:00 ;8.5;Mostly Cloudy;WSW 18;NA;80
CHU;Hpital Saint-Franois-d'Assise;51217602;34;36;11;2;10:00:00;2021-10-18T10:28; 10:00 ;8.5;Mostly Cloudy;WSW 18;NA;80
CHU;L'Htel-Dieu de Qubec;51217586;15;17;2;0;10:00:00;2021-10-18T10:28; 10:00 ;8.5;Mostly Cloudy;WSW 18;NA;80
CHU;Hpital de l'Enfant-Jsus;51233914;48;65;26;13;10:00:00;2021-10-18T10:28; 10:00 ;8.5;Mostly Cloudy;WSW 18;NA;80
CHU;Hpital du Saint-Sacrement;51217529;22;27;9;8;10:00:00;2021-10-18T10:28; 10:00 ;8.5;Mostly Cloudy;WSW 18;NA;80
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;1;0;10:00:00;2021-10-18T10:28; 10:00 ;8.5;Mostly Cloudy;WSW 18;NA;80
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;37;7;1;11:00:00;2021-10-18T11:28; 11:00 ;9.2;Mostly Cloudy;WSW 21;NA;79
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;11;2;11:00:00;2021-10-18T11:28; 11:00 ;9.2;Mostly Cloudy;WSW 21;NA;79
CHU;L'Htel-Dieu de Qubec;51217586;15;15;3;0;11:00:00;2021-10-18T11:28; 11:00 ;9.2;Mostly Cloudy;WSW 21;NA;79
