Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;25;2;0;00:00:00;2021-12-31T0:28; 00:00 ;-3.3;Cloudy;N 3;NA;91
CHU;Hpital Saint-Franois-d'Assise;51217602;34;29;8;0;00:00:00;2021-12-31T0:28; 00:00 ;-3.3;Cloudy;N 3;NA;91
CHU;L'Htel-Dieu de Qubec;51217586;15;12;1;0;00:00:00;2021-12-31T0:28; 00:00 ;-3.3;Cloudy;N 3;NA;91
CHU;Hpital de l'Enfant-Jsus;51233914;48;47;4;2;00:00:00;2021-12-31T0:28; 00:00 ;-3.3;Cloudy;N 3;NA;91
CHU;Hpital du Saint-Sacrement;51217529;22;18;7;2;00:00:00;2021-12-31T0:28; 00:00 ;-3.3;Cloudy;N 3;NA;91
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;00:00:00;2021-12-31T0:28; 00:00 ;-3.3;Cloudy;N 3;NA;91
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;24;2;0;01:00:00;2021-12-31T1:28; 01:00 ;-3.2;Cloudy;NE 7;NA;92
CHU;Hpital Saint-Franois-d'Assise;51217602;34;29;8;0;01:00:00;2021-12-31T1:28; 01:00 ;-3.2;Cloudy;NE 7;NA;92
CHU;L'Htel-Dieu de Qubec;51217586;15;14;1;0;01:00:00;2021-12-31T1:28; 01:00 ;-3.2;Cloudy;NE 7;NA;92
CHU;Hpital de l'Enfant-Jsus;51233914;48;47;4;2;01:00:00;2021-12-31T1:28; 01:00 ;-3.2;Cloudy;NE 7;NA;92
CHU;Hpital du Saint-Sacrement;51217529;22;18;7;2;01:00:00;2021-12-31T1:28; 01:00 ;-3.2;Cloudy;NE 7;NA;92
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;13;0;0;01:00:00;2021-12-31T1:28; 01:00 ;-3.2;Cloudy;NE 7;NA;92
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;28;2;0;02:00:00;2021-12-31T2:28; 02:00 ;-3.0;Cloudy;NNE 5;NA;92
