Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;42;11;2;00:00:00;2021-11-12T0:28; 00:00 ;4.6;Mostly Cloudy;ENE 32;NA;62
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;7;1;00:00:00;2021-11-12T0:28; 00:00 ;4.6;Mostly Cloudy;ENE 32;NA;62
CHU;L'Htel-Dieu de Qubec;51217586;15;15;2;0;00:00:00;2021-11-12T0:28; 00:00 ;4.6;Mostly Cloudy;ENE 32;NA;62
CHU;Hpital de l'Enfant-Jsus;51233914;48;50;10;5;00:00:00;2021-11-12T0:28; 00:00 ;4.6;Mostly Cloudy;ENE 32;NA;62
CHU;Hpital du Saint-Sacrement;51217529;22;21;3;1;00:00:00;2021-11-12T0:28; 00:00 ;4.6;Mostly Cloudy;ENE 32;NA;62
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;00:00:00;2021-11-12T0:28; 00:00 ;4.6;Mostly Cloudy;ENE 32;NA;62
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;43;11;2;01:00:00;2021-11-12T1:28; 01:00 ;4.8;Mostly Cloudy;ENE 26;NA;63
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;7;1;01:00:00;2021-11-12T1:28; 01:00 ;4.8;Mostly Cloudy;ENE 26;NA;63
CHU;L'Htel-Dieu de Qubec;51217586;15;15;2;0;01:00:00;2021-11-12T1:28; 01:00 ;4.8;Mostly Cloudy;ENE 26;NA;63
CHU;Hpital de l'Enfant-Jsus;51233914;48;50;10;5;01:00:00;2021-11-12T1:28; 01:00 ;4.8;Mostly Cloudy;ENE 26;NA;63
CHU;Hpital du Saint-Sacrement;51217529;22;22;3;1;01:00:00;2021-11-12T1:28; 01:00 ;4.8;Mostly Cloudy;ENE 26;NA;63
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;01:00:00;2021-11-12T1:28; 01:00 ;4.8;Mostly Cloudy;ENE 26;NA;63
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;38;10;2;02:00:00;2021-11-12T2:28; 02:00 ;5.1;Mostly Cloudy;ENE 28 gust 37;NA;60
CHU;Hpital Saint-Franois-d'Assise;51217602;34;35;7;1;02:00:00;2021-11-12T2:28; 02:00 ;5.1;Mostly Cloudy;ENE 28 gust 37;NA;60
CHU;L'Htel-Dieu de Qubec;51217586;15;16;2;0;02:00:00;2021-11-12T2:28; 02:00 ;5.1;Mostly Cloudy;ENE 28 gust 37;NA;60
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;10;5;02:00:00;2021-11-12T2:28; 02:00 ;5.1;Mostly Cloudy;ENE 28 gust 37;NA;60
CHU;Hpital du Saint-Sacrement;51217529;22;22;3;1;02:00:00;2021-11-12T2:28; 02:00 ;5.1;Mostly Cloudy;ENE 28 gust 37;NA;60
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;02:00:00;2021-11-12T2:28; 02:00 ;5.1;Mostly Cloudy;ENE 28 gust 37;NA;60
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;39;10;2;03:00:00;2021-11-12T3:28; 03:00 ;4.8;Mostly Cloudy;ENE 31;NA;61
CHU;Hpital Saint-Franois-d'Assise;51217602;34;36;7;1;03:00:00;2021-11-12T3:28; 03:00 ;4.8;Mostly Cloudy;ENE 31;NA;61
CHU;L'Htel-Dieu de Qubec;51217586;15;15;2;0;03:00:00;2021-11-12T3:28; 03:00 ;4.8;Mostly Cloudy;ENE 31;NA;61
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;10;5;03:00:00;2021-11-12T3:28; 03:00 ;4.8;Mostly Cloudy;ENE 31;NA;61
CHU;Hpital du Saint-Sacrement;51217529;22;20;3;1;03:00:00;2021-11-12T3:28; 03:00 ;4.8;Mostly Cloudy;ENE 31;NA;61
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;03:00:00;2021-11-12T3:28; 03:00 ;4.8;Mostly Cloudy;ENE 31;NA;61
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;37;10;2;04:00:00;2021-11-12T4:28; 04:00 ;5.1;Mostly Cloudy;ENE 33;NA;61
CHU;Hpital Saint-Franois-d'Assise;51217602;34;37;8;1;04:00:00;2021-11-12T4:28; 04:00 ;5.1;Mostly Cloudy;ENE 33;NA;61
CHU;L'Htel-Dieu de Qubec;51217586;15;16;2;0;04:00:00;2021-11-12T4:28; 04:00 ;5.1;Mostly Cloudy;ENE 33;NA;61
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;10;5;04:00:00;2021-11-12T4:28; 04:00 ;5.1;Mostly Cloudy;ENE 33;NA;61
CHU;Hpital du Saint-Sacrement;51217529;22;20;3;1;04:00:00;2021-11-12T4:28; 04:00 ;5.1;Mostly Cloudy;ENE 33;NA;61
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;04:00:00;2021-11-12T4:28; 04:00 ;5.1;Mostly Cloudy;ENE 33;NA;61
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;37;10;2;05:00:00;2021-11-12T5:28; 05:00 ;5.2;Mostly Cloudy;ENE 26 gust 39;NA;62
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;8;1;05:00:00;2021-11-12T5:28; 05:00 ;5.2;Mostly Cloudy;ENE 26 gust 39;NA;62
CHU;L'Htel-Dieu de Qubec;51217586;15;16;2;0;05:00:00;2021-11-12T5:28; 05:00 ;5.2;Mostly Cloudy;ENE 26 gust 39;NA;62
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;10;5;05:00:00;2021-11-12T5:28; 05:00 ;5.2;Mostly Cloudy;ENE 26 gust 39;NA;62
CHU;Hpital du Saint-Sacrement;51217529;22;20;4;1;05:00:00;2021-11-12T5:28; 05:00 ;5.2;Mostly Cloudy;ENE 26 gust 39;NA;62
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;05:00:00;2021-11-12T5:28; 05:00 ;5.2;Mostly Cloudy;ENE 26 gust 39;NA;62
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;39;10;2;06:00:00;2021-11-12T6:28; 06:00 ;5.3;Mostly Cloudy;E 26 gust 38;NA;60
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;8;1;06:00:00;2021-11-12T6:28; 06:00 ;5.3;Mostly Cloudy;E 26 gust 38;NA;60
CHU;L'Htel-Dieu de Qubec;51217586;15;18;2;0;06:00:00;2021-11-12T6:28; 06:00 ;5.3;Mostly Cloudy;E 26 gust 38;NA;60
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;12;5;06:00:00;2021-11-12T6:28; 06:00 ;5.3;Mostly Cloudy;E 26 gust 38;NA;60
CHU;Hpital du Saint-Sacrement;51217529;22;22;4;1;06:00:00;2021-11-12T6:28; 06:00 ;5.3;Mostly Cloudy;E 26 gust 38;NA;60
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;06:00:00;2021-11-12T6:28; 06:00 ;5.3;Mostly Cloudy;E 26 gust 38;NA;60
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;40;10;2;07:00:00;2021-11-12T7:28; 07:00 ;5.2;Cloudy;ENE 28 gust 41;NA;62
CHU;Hpital Saint-Franois-d'Assise;51217602;34;36;9;1;07:00:00;2021-11-12T7:28; 07:00 ;5.2;Cloudy;ENE 28 gust 41;NA;62
CHU;L'Htel-Dieu de Qubec;51217586;15;17;2;0;07:00:00;2021-11-12T7:28; 07:00 ;5.2;Cloudy;ENE 28 gust 41;NA;62
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;12;5;07:00:00;2021-11-12T7:28; 07:00 ;5.2;Cloudy;ENE 28 gust 41;NA;62
CHU;Hpital du Saint-Sacrement;51217529;22;21;4;1;07:00:00;2021-11-12T7:28; 07:00 ;5.2;Cloudy;ENE 28 gust 41;NA;62
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;07:00:00;2021-11-12T7:28; 07:00 ;5.2;Cloudy;ENE 28 gust 41;NA;62
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;42;10;2;08:00:00;2021-11-12T8:28; 08:00 ;5.3;Mostly Cloudy;ENE 30 gust 47;NA;30
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;9;1;08:00:00;2021-11-12T8:28; 08:00 ;5.3;Mostly Cloudy;ENE 30 gust 47;NA;30
CHU;L'Htel-Dieu de Qubec;51217586;15;16;2;0;08:00:00;2021-11-12T8:28; 08:00 ;5.3;Mostly Cloudy;ENE 30 gust 47;NA;30
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;12;5;08:00:00;2021-11-12T8:28; 08:00 ;5.3;Mostly Cloudy;ENE 30 gust 47;NA;30
CHU;Hpital du Saint-Sacrement;51217529;22;22;4;1;08:00:00;2021-11-12T8:28; 08:00 ;5.3;Mostly Cloudy;ENE 30 gust 47;NA;30
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;0;0;08:00:00;2021-11-12T8:28; 08:00 ;5.3;Mostly Cloudy;ENE 30 gust 47;NA;30
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;43;10;2;09:00:00;2021-11-12T9:28; 09:00 ;5.6;Mostly Cloudy;ENE 39 gust 51;NA;30
CHU;Hpital Saint-Franois-d'Assise;51217602;34;32;10;1;09:00:00;2021-11-12T9:28; 09:00 ;5.6;Mostly Cloudy;ENE 39 gust 51;NA;30
CHU;L'Htel-Dieu de Qubec;51217586;15;16;3;0;09:00:00;2021-11-12T9:28; 09:00 ;5.6;Mostly Cloudy;ENE 39 gust 51;NA;30
CHU;Hpital de l'Enfant-Jsus;51233914;48;55;12;5;09:00:00;2021-11-12T9:28; 09:00 ;5.6;Mostly Cloudy;ENE 39 gust 51;NA;30
CHU;Hpital du Saint-Sacrement;51217529;22;22;6;2;09:00:00;2021-11-12T9:28; 09:00 ;5.6;Mostly Cloudy;ENE 39 gust 51;NA;30
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;0;0;09:00:00;2021-11-12T9:28; 09:00 ;5.6;Mostly Cloudy;ENE 39 gust 51;NA;30
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;47;11;2;10:00:00;2021-11-12T10:28; 10:00 ;4.8;Light Rainshower;ENE 24 gust 45;NA;33
CHU;Hpital Saint-Franois-d'Assise;51217602;34;30;7;1;10:00:00;2021-11-12T10:28; 10:00 ;4.8;Light Rainshower;ENE 24 gust 45;NA;33
CHU;L'Htel-Dieu de Qubec;51217586;15;16;3;0;10:00:00;2021-11-12T10:28; 10:00 ;4.8;Light Rainshower;ENE 24 gust 45;NA;33
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;10;5;10:00:00;2021-11-12T10:28; 10:00 ;4.8;Light Rainshower;ENE 24 gust 45;NA;33
CHU;Hpital du Saint-Sacrement;51217529;22;23;6;3;10:00:00;2021-11-12T10:28; 10:00 ;4.8;Light Rainshower;ENE 24 gust 45;NA;33
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;0;0;10:00:00;2021-11-12T10:28; 10:00 ;4.8;Light Rainshower;ENE 24 gust 45;NA;33
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;47;11;2;11:00:00;2021-11-12T11:28; 11:00 ;4.4;Light Rainshower;ENE 27;NA;36
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;6;0;11:00:00;2021-11-12T11:28; 11:00 ;4.4;Light Rainshower;ENE 27;NA;36
CHU;L'Htel-Dieu de Qubec;51217586;15;19;4;0;11:00:00;2021-11-12T11:28; 11:00 ;4.4;Light Rainshower;ENE 27;NA;36
CHU;Hpital de l'Enfant-Jsus;51233914;48;49;9;3;11:00:00;2021-11-12T11:28; 11:00 ;4.4;Light Rainshower;ENE 27;NA;36
CHU;Hpital du Saint-Sacrement;51217529;22;21;6;3;11:00:00;2021-11-12T11:28; 11:00 ;4.4;Light Rainshower;ENE 27;NA;36
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;1;0;11:00:00;2021-11-12T11:28; 11:00 ;4.4;Light Rainshower;ENE 27;NA;36
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;44;10;3;12:00:00;2021-11-12T12:28; 12:00 ;3.9;Rain;ENE 39;NA;37
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;6;1;12:00:00;2021-11-12T12:28; 12:00 ;3.9;Rain;ENE 39;NA;37
CHU;L'Htel-Dieu de Qubec;51217586;15;19;6;0;12:00:00;2021-11-12T12:28; 12:00 ;3.9;Rain;ENE 39;NA;37
CHU;Hpital de l'Enfant-Jsus;51233914;48;50;8;4;12:00:00;2021-11-12T12:28; 12:00 ;3.9;Rain;ENE 39;NA;37
CHU;Hpital du Saint-Sacrement;51217529;22;21;7;3;12:00:00;2021-11-12T12:28; 12:00 ;3.9;Rain;ENE 39;NA;37
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;19;0;0;12:00:00;2021-11-12T12:28; 12:00 ;3.9;Rain;ENE 39;NA;37
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;47;11;4;13:00:00;2021-11-12T13:28; 13:00 ;3.9;Rain;ENE 37 gust 50;NA;37
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;6;0;13:00:00;2021-11-12T13:28; 13:00 ;3.9;Rain;ENE 37 gust 50;NA;37
CHU;L'Htel-Dieu de Qubec;51217586;15;20;5;0;13:00:00;2021-11-12T13:28; 13:00 ;3.9;Rain;ENE 37 gust 50;NA;37
CHU;Hpital de l'Enfant-Jsus;51233914;48;48;7;4;13:00:00;2021-11-12T13:28; 13:00 ;3.9;Rain;ENE 37 gust 50;NA;37
CHU;Hpital du Saint-Sacrement;51217529;22;20;7;3;13:00:00;2021-11-12T13:28; 13:00 ;3.9;Rain;ENE 37 gust 50;NA;37
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;0;0;13:00:00;2021-11-12T13:28; 13:00 ;3.9;Rain;ENE 37 gust 50;NA;37
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;47;9;5;14:00:00;2021-11-12T14:28; 14:00 ;4.0;Rain;ENE 36 gust 45;NA;38
CHU;Hpital Saint-Franois-d'Assise;51217602;34;36;7;0;14:00:00;2021-11-12T14:28; 14:00 ;4.0;Rain;ENE 36 gust 45;NA;38
CHU;L'Htel-Dieu de Qubec;51217586;15;18;3;1;14:00:00;2021-11-12T14:28; 14:00 ;4.0;Rain;ENE 36 gust 45;NA;38
CHU;Hpital de l'Enfant-Jsus;51233914;48;41;6;3;14:00:00;2021-11-12T14:28; 14:00 ;4.0;Rain;ENE 36 gust 45;NA;38
CHU;Hpital du Saint-Sacrement;51217529;22;18;6;2;14:00:00;2021-11-12T14:28; 14:00 ;4.0;Rain;ENE 36 gust 45;NA;38
