Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;26;3;0;00:00:00;2022-01-08T0:28; 00:00 ;-11.4;Mostly Cloudy;W 6;NA;68
CHU;Hpital Saint-Franois-d'Assise;51217602;34;30;8;0;00:00:00;2022-01-08T0:28; 00:00 ;-11.4;Mostly Cloudy;W 6;NA;68
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;00:00:00;2022-01-08T0:28; 00:00 ;-11.4;Mostly Cloudy;W 6;NA;68
CHU;Hpital de l'Enfant-Jsus;51233914;48;31;6;0;00:00:00;2022-01-08T0:28; 00:00 ;-11.4;Mostly Cloudy;W 6;NA;68
CHU;Hpital du Saint-Sacrement;51217529;22;10;5;0;00:00:00;2022-01-08T0:28; 00:00 ;-11.4;Mostly Cloudy;W 6;NA;68
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;00:00:00;2022-01-08T0:28; 00:00 ;-11.4;Mostly Cloudy;W 6;NA;68
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;30;3;0;01:00:00;2022-01-08T1:28; 01:00 ;-11.3;Mostly Cloudy;WNW 12;NA;63
CHU;Hpital Saint-Franois-d'Assise;51217602;34;31;8;0;01:00:00;2022-01-08T1:28; 01:00 ;-11.3;Mostly Cloudy;WNW 12;NA;63
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;01:00:00;2022-01-08T1:28; 01:00 ;-11.3;Mostly Cloudy;WNW 12;NA;63
CHU;Hpital de l'Enfant-Jsus;51233914;48;30;6;0;01:00:00;2022-01-08T1:28; 01:00 ;-11.3;Mostly Cloudy;WNW 12;NA;63
CHU;Hpital du Saint-Sacrement;51217529;22;11;5;1;01:00:00;2022-01-08T1:28; 01:00 ;-11.3;Mostly Cloudy;WNW 12;NA;63
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;0;0;01:00:00;2022-01-08T1:28; 01:00 ;-11.3;Mostly Cloudy;WNW 12;NA;63
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;30;3;0;02:00:00;2022-01-08T2:28; 02:00 ;-14.7;Partly Cloudy;WSW 23;NA;72
CHU;Hpital Saint-Franois-d'Assise;51217602;34;31;8;0;02:00:00;2022-01-08T2:28; 02:00 ;-14.7;Partly Cloudy;WSW 23;NA;72
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;02:00:00;2022-01-08T2:28; 02:00 ;-14.7;Partly Cloudy;WSW 23;NA;72
CHU;Hpital de l'Enfant-Jsus;51233914;48;31;5;0;02:00:00;2022-01-08T2:28; 02:00 ;-14.7;Partly Cloudy;WSW 23;NA;72
CHU;Hpital du Saint-Sacrement;51217529;22;11;5;1;02:00:00;2022-01-08T2:28; 02:00 ;-14.7;Partly Cloudy;WSW 23;NA;72
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;02:00:00;2022-01-08T2:28; 02:00 ;-14.7;Partly Cloudy;WSW 23;NA;72
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;32;3;0;03:00:00;2022-01-08T3:28; 03:00 ;-15.9;Partly Cloudy;WSW 31;NA;74
CHU;Hpital Saint-Franois-d'Assise;51217602;34;32;8;0;03:00:00;2022-01-08T3:28; 03:00 ;-15.9;Partly Cloudy;WSW 31;NA;74
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;03:00:00;2022-01-08T3:28; 03:00 ;-15.9;Partly Cloudy;WSW 31;NA;74
CHU;Hpital de l'Enfant-Jsus;51233914;48;34;5;0;03:00:00;2022-01-08T3:28; 03:00 ;-15.9;Partly Cloudy;WSW 31;NA;74
