Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;48;3;0;00:00:00;2021-10-22T0:28; 00:00 ;10.2;Cloudy;ENE 17;NA;98
CHU;Hpital Saint-Franois-d'Assise;51217602;34;39;13;2;00:00:00;2021-10-22T0:28; 00:00 ;10.2;Cloudy;ENE 17;NA;98
CHU;L'Htel-Dieu de Qubec;51217586;15;14;0;0;00:00:00;2021-10-22T0:28; 00:00 ;10.2;Cloudy;ENE 17;NA;98
CHU;Hpital de l'Enfant-Jsus;51233914;48;59;8;1;00:00:00;2021-10-22T0:28; 00:00 ;10.2;Cloudy;ENE 17;NA;98
CHU;Hpital du Saint-Sacrement;51217529;22;17;8;3;00:00:00;2021-10-22T0:28; 00:00 ;10.2;Cloudy;ENE 17;NA;98
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;23;0;0;00:00:00;2021-10-22T0:28; 00:00 ;10.2;Cloudy;ENE 17;NA;98
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;46;3;0;01:00:00;2021-10-22T1:28; 01:00 ;10.4;Cloudy;ENE 19;NA;98
CHU;Hpital Saint-Franois-d'Assise;51217602;34;40;13;2;01:00:00;2021-10-22T1:28; 01:00 ;10.4;Cloudy;ENE 19;NA;98
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;01:00:00;2021-10-22T1:28; 01:00 ;10.4;Cloudy;ENE 19;NA;98
CHU;Hpital de l'Enfant-Jsus;51233914;48;58;8;1;01:00:00;2021-10-22T1:28; 01:00 ;10.4;Cloudy;ENE 19;NA;98
CHU;Hpital du Saint-Sacrement;51217529;22;18;8;3;01:00:00;2021-10-22T1:28; 01:00 ;10.4;Cloudy;ENE 19;NA;98
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;21;0;0;01:00:00;2021-10-22T1:28; 01:00 ;10.4;Cloudy;ENE 19;NA;98
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;46;3;0;02:00:00;2021-10-22T2:28; 02:00 ;10.4;Cloudy;ENE 18;NA;98
CHU;Hpital Saint-Franois-d'Assise;51217602;34;41;13;2;02:00:00;2021-10-22T2:28; 02:00 ;10.4;Cloudy;ENE 18;NA;98
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;02:00:00;2021-10-22T2:28; 02:00 ;10.4;Cloudy;ENE 18;NA;98
CHU;Hpital de l'Enfant-Jsus;51233914;48;56;10;1;02:00:00;2021-10-22T2:28; 02:00 ;10.4;Cloudy;ENE 18;NA;98
CHU;Hpital du Saint-Sacrement;51217529;22;17;8;3;02:00:00;2021-10-22T2:28; 02:00 ;10.4;Cloudy;ENE 18;NA;98
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;21;0;0;02:00:00;2021-10-22T2:28; 02:00 ;10.4;Cloudy;ENE 18;NA;98
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;45;3;0;03:00:00;2021-10-22T3:28; 03:00 ;10.5;Cloudy;NE 22;NA;98
CHU;Hpital Saint-Franois-d'Assise;51217602;34;42;12;1;03:00:00;2021-10-22T3:28; 03:00 ;10.5;Cloudy;NE 22;NA;98
CHU;L'Htel-Dieu de Qubec;51217586;15;14;0;0;03:00:00;2021-10-22T3:28; 03:00 ;10.5;Cloudy;NE 22;NA;98
CHU;Hpital de l'Enfant-Jsus;51233914;48;57;10;1;03:00:00;2021-10-22T3:28; 03:00 ;10.5;Cloudy;NE 22;NA;98
