Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;27;2;0;00:00:00;2021-12-04T0:28; 00:00 ;-11.7;Light Snow;W 17;NA;66
CHU;Hpital Saint-Franois-d'Assise;51217602;34;32;7;0;00:00:00;2021-12-04T0:28; 00:00 ;-11.7;Light Snow;W 17;NA;66
CHU;L'Htel-Dieu de Qubec;51217586;15;10;0;0;00:00:00;2021-12-04T0:28; 00:00 ;-11.7;Light Snow;W 17;NA;66
CHU;Hpital de l'Enfant-Jsus;51233914;48;54;5;0;00:00:00;2021-12-04T0:28; 00:00 ;-11.7;Light Snow;W 17;NA;66
CHU;Hpital du Saint-Sacrement;51217529;22;15;4;0;00:00:00;2021-12-04T0:28; 00:00 ;-11.7;Light Snow;W 17;NA;66
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;0;0;00:00:00;2021-12-04T0:28; 00:00 ;-11.7;Light Snow;W 17;NA;66
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;27;2;0;01:00:00;2021-12-04T1:28; 01:00 ;-13.0;Mainly Clear;W 21;NA;66
CHU;Hpital Saint-Franois-d'Assise;51217602;34;32;9;0;01:00:00;2021-12-04T1:28; 01:00 ;-13.0;Mainly Clear;W 21;NA;66
CHU;L'Htel-Dieu de Qubec;51217586;15;10;0;0;01:00:00;2021-12-04T1:28; 01:00 ;-13.0;Mainly Clear;W 21;NA;66
CHU;Hpital de l'Enfant-Jsus;51233914;48;54;4;0;01:00:00;2021-12-04T1:28; 01:00 ;-13.0;Mainly Clear;W 21;NA;66
CHU;Hpital du Saint-Sacrement;51217529;22;15;4;0;01:00:00;2021-12-04T1:28; 01:00 ;-13.0;Mainly Clear;W 21;NA;66
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;01:00:00;2021-12-04T1:28; 01:00 ;-13.0;Mainly Clear;W 21;NA;66
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;25;1;0;02:00:00;2021-12-04T2:28; 02:00 ;-12.8;Mainly Clear;WSW 21;NA;68
CHU;Hpital Saint-Franois-d'Assise;51217602;34;32;9;0;02:00:00;2021-12-04T2:28; 02:00 ;-12.8;Mainly Clear;WSW 21;NA;68
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;02:00:00;2021-12-04T2:28; 02:00 ;-12.8;Mainly Clear;WSW 21;NA;68
CHU;Hpital de l'Enfant-Jsus;51233914;48;54;4;0;02:00:00;2021-12-04T2:28; 02:00 ;-12.8;Mainly Clear;WSW 21;NA;68
CHU;Hpital du Saint-Sacrement;51217529;22;15;4;0;02:00:00;2021-12-04T2:28; 02:00 ;-12.8;Mainly Clear;WSW 21;NA;68
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;02:00:00;2021-12-04T2:28; 02:00 ;-12.8;Mainly Clear;WSW 21;NA;68
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;20;1;0;03:00:00;2021-12-04T3:28; 03:00 ;-13.4;Mainly Clear;SW 17;NA;71
CHU;Hpital Saint-Franois-d'Assise;51217602;34;32;9;0;03:00:00;2021-12-04T3:28; 03:00 ;-13.4;Mainly Clear;SW 17;NA;71
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;03:00:00;2021-12-04T3:28; 03:00 ;-13.4;Mainly Clear;SW 17;NA;71
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;4;0;03:00:00;2021-12-04T3:28; 03:00 ;-13.4;Mainly Clear;SW 17;NA;71
CHU;Hpital du Saint-Sacrement;51217529;22;17;4;0;03:00:00;2021-12-04T3:28; 03:00 ;-13.4;Mainly Clear;SW 17;NA;71
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;1;0;03:00:00;2021-12-04T3:28; 03:00 ;-13.4;Mainly Clear;SW 17;NA;71
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;23;1;0;04:00:00;2021-12-04T4:28; 04:00 ;-14.9;Mainly Clear;SW 14;NA;79
CHU;Hpital Saint-Franois-d'Assise;51217602;34;32;9;0;04:00:00;2021-12-04T4:28; 04:00 ;-14.9;Mainly Clear;SW 14;NA;79
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;04:00:00;2021-12-04T4:28; 04:00 ;-14.9;Mainly Clear;SW 14;NA;79
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;4;0;04:00:00;2021-12-04T4:28; 04:00 ;-14.9;Mainly Clear;SW 14;NA;79
CHU;Hpital du Saint-Sacrement;51217529;22;17;4;0;04:00:00;2021-12-04T4:28; 04:00 ;-14.9;Mainly Clear;SW 14;NA;79
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;1;0;04:00:00;2021-12-04T4:28; 04:00 ;-14.9;Mainly Clear;SW 14;NA;79
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;23;1;0;05:00:00;2021-12-04T5:28; 05:00 ;-14.4;Mainly Clear;WSW 19;NA;77
CHU;Hpital Saint-Franois-d'Assise;51217602;34;31;9;0;05:00:00;2021-12-04T5:28; 05:00 ;-14.4;Mainly Clear;WSW 19;NA;77
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;05:00:00;2021-12-04T5:28; 05:00 ;-14.4;Mainly Clear;WSW 19;NA;77
CHU;Hpital de l'Enfant-Jsus;51233914;48;57;4;0;05:00:00;2021-12-04T5:28; 05:00 ;-14.4;Mainly Clear;WSW 19;NA;77
CHU;Hpital du Saint-Sacrement;51217529;22;17;4;0;05:00:00;2021-12-04T5:28; 05:00 ;-14.4;Mainly Clear;WSW 19;NA;77
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;1;0;05:00:00;2021-12-04T5:28; 05:00 ;-14.4;Mainly Clear;WSW 19;NA;77
CHU;Le Centre hospitalier de l'Universit Laval;51217594;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-04T6:28; 06:00 ;-15.3;Mainly Clear;WSW 16;NA;79
CHU;Hpital Saint-Franois-d'Assise;51217602;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-04T6:28; 06:00 ;-15.3;Mainly Clear;WSW 16;NA;79
CHU;L'Htel-Dieu de Qubec;51217586;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-04T6:28; 06:00 ;-15.3;Mainly Clear;WSW 16;NA;79
CHU;Hpital de l'Enfant-Jsus;51233914;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-04T6:28; 06:00 ;-15.3;Mainly Clear;WSW 16;NA;79
CHU;Hpital du Saint-Sacrement;51217529;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-04T6:28; 06:00 ;-15.3;Mainly Clear;WSW 16;NA;79
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-04T6:28; 06:00 ;-15.3;Mainly Clear;WSW 16;NA;79
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;20;1;0;07:00:00;2021-12-04T7:28; 07:00 ;-15.9;Mainly Clear;WSW 15;NA;80
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;9;0;07:00:00;2021-12-04T7:28; 07:00 ;-15.9;Mainly Clear;WSW 15;NA;80
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;07:00:00;2021-12-04T7:28; 07:00 ;-15.9;Mainly Clear;WSW 15;NA;80
CHU;Hpital de l'Enfant-Jsus;51233914;48;59;4;1;07:00:00;2021-12-04T7:28; 07:00 ;-15.9;Mainly Clear;WSW 15;NA;80
CHU;Hpital du Saint-Sacrement;51217529;22;17;4;0;07:00:00;2021-12-04T7:28; 07:00 ;-15.9;Mainly Clear;WSW 15;NA;80
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;1;0;07:00:00;2021-12-04T7:28; 07:00 ;-15.9;Mainly Clear;WSW 15;NA;80
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;21;1;0;08:00:00;2021-12-04T8:28; 08:00 ;-15.5;Light Snow;WSW 12;NA;78
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;9;0;08:00:00;2021-12-04T8:28; 08:00 ;-15.5;Light Snow;WSW 12;NA;78
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;08:00:00;2021-12-04T8:28; 08:00 ;-15.5;Light Snow;WSW 12;NA;78
CHU;Hpital de l'Enfant-Jsus;51233914;48;58;4;1;08:00:00;2021-12-04T8:28; 08:00 ;-15.5;Light Snow;WSW 12;NA;78
CHU;Hpital du Saint-Sacrement;51217529;22;17;5;0;08:00:00;2021-12-04T8:28; 08:00 ;-15.5;Light Snow;WSW 12;NA;78
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;19;1;0;08:00:00;2021-12-04T8:28; 08:00 ;-15.5;Light Snow;WSW 12;NA;78
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;18;1;0;09:00:00;2021-12-04T9:28; 09:00 ;-14.4;Light Snow;WSW 17;NA;75
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;10;0;09:00:00;2021-12-04T9:28; 09:00 ;-14.4;Light Snow;WSW 17;NA;75
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;09:00:00;2021-12-04T9:28; 09:00 ;-14.4;Light Snow;WSW 17;NA;75
CHU;Hpital de l'Enfant-Jsus;51233914;48;57;5;1;09:00:00;2021-12-04T9:28; 09:00 ;-14.4;Light Snow;WSW 17;NA;75
CHU;Hpital du Saint-Sacrement;51217529;22;18;5;0;09:00:00;2021-12-04T9:28; 09:00 ;-14.4;Light Snow;WSW 17;NA;75
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;1;0;09:00:00;2021-12-04T9:28; 09:00 ;-14.4;Light Snow;WSW 17;NA;75
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;24;1;0;10:00:00;2021-12-04T10:28; 10:00 ;-13.9;Light Snow;WSW 15;NA;74
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;12;0;10:00:00;2021-12-04T10:28; 10:00 ;-13.9;Light Snow;WSW 15;NA;74
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;10:00:00;2021-12-04T10:28; 10:00 ;-13.9;Light Snow;WSW 15;NA;74
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;5;1;10:00:00;2021-12-04T10:28; 10:00 ;-13.9;Light Snow;WSW 15;NA;74
CHU;Hpital du Saint-Sacrement;51217529;22;17;5;0;10:00:00;2021-12-04T10:28; 10:00 ;-13.9;Light Snow;WSW 15;NA;74
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;1;0;10:00:00;2021-12-04T10:28; 10:00 ;-13.9;Light Snow;WSW 15;NA;74
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;24;1;0;11:00:00;2021-12-04T11:28; 11:00 ;-12.2;Mainly Sunny;WSW 18;NA;67
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;12;1;11:00:00;2021-12-04T11:28; 11:00 ;-12.2;Mainly Sunny;WSW 18;NA;67
CHU;L'Htel-Dieu de Qubec;51217586;15;14;0;0;11:00:00;2021-12-04T11:28; 11:00 ;-12.2;Mainly Sunny;WSW 18;NA;67
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;6;1;11:00:00;2021-12-04T11:28; 11:00 ;-12.2;Mainly Sunny;WSW 18;NA;67
CHU;Hpital du Saint-Sacrement;51217529;22;19;7;0;11:00:00;2021-12-04T11:28; 11:00 ;-12.2;Mainly Sunny;WSW 18;NA;67
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;12;0;0;11:00:00;2021-12-04T11:28; 11:00 ;-12.2;Mainly Sunny;WSW 18;NA;67
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;29;1;0;12:00:00;2021-12-04T12:28; 12:00 ;-11.0;Partly Cloudy;WSW 9;NA;60
CHU;Hpital Saint-Franois-d'Assise;51217602;34;37;10;1;12:00:00;2021-12-04T12:28; 12:00 ;-11.0;Partly Cloudy;WSW 9;NA;60
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;12:00:00;2021-12-04T12:28; 12:00 ;-11.0;Partly Cloudy;WSW 9;NA;60
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;8;1;12:00:00;2021-12-04T12:28; 12:00 ;-11.0;Partly Cloudy;WSW 9;NA;60
CHU;Hpital du Saint-Sacrement;51217529;22;20;8;0;12:00:00;2021-12-04T12:28; 12:00 ;-11.0;Partly Cloudy;WSW 9;NA;60
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;13;0;0;12:00:00;2021-12-04T12:28; 12:00 ;-11.0;Partly Cloudy;WSW 9;NA;60
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;33;1;0;13:00:00;2021-12-04T13:28; 13:00 ;-10.4;Mostly Cloudy;WSW 8;NA;61
