Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;48;36;5;00:00:00;2021-10-21T0:28; 00:00 ;8.6;Mostly Cloudy;N 2;NA;88
CHU;Hpital Saint-Franois-d'Assise;51217602;34;40;39;6;00:00:00;2021-10-21T0:28; 00:00 ;8.6;Mostly Cloudy;N 2;NA;88
CHU;L'Htel-Dieu de Qubec;51217586;15;14;13;0;00:00:00;2021-10-21T0:28; 00:00 ;8.6;Mostly Cloudy;N 2;NA;88
CHU;Hpital de l'Enfant-Jsus;51233914;48;49;12;0;00:00:00;2021-10-21T0:28; 00:00 ;8.6;Mostly Cloudy;N 2;NA;88
CHU;Hpital du Saint-Sacrement;51217529;22;24;8;5;00:00:00;2021-10-21T0:28; 00:00 ;8.6;Mostly Cloudy;N 2;NA;88
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;18;0;00:00:00;2021-10-21T0:28; 00:00 ;8.6;Mostly Cloudy;N 2;NA;88
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;48;39;5;01:00:00;2021-10-21T1:28; 01:00 ;8.4;Light Rainshower;calm;NA;90
CHU;Hpital Saint-Franois-d'Assise;51217602;34;40;39;6;01:00:00;2021-10-21T1:28; 01:00 ;8.4;Light Rainshower;calm;NA;90
CHU;L'Htel-Dieu de Qubec;51217586;15;14;13;0;01:00:00;2021-10-21T1:28; 01:00 ;8.4;Light Rainshower;calm;NA;90
CHU;Hpital de l'Enfant-Jsus;51233914;48;47;12;0;01:00:00;2021-10-21T1:28; 01:00 ;8.4;Light Rainshower;calm;NA;90
CHU;Hpital du Saint-Sacrement;51217529;22;24;8;5;01:00:00;2021-10-21T1:28; 01:00 ;8.4;Light Rainshower;calm;NA;90
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;18;0;01:00:00;2021-10-21T1:28; 01:00 ;8.4;Light Rainshower;calm;NA;90
