Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;34;3;0;00:00:00;2021-12-29T0:28; 00:00 ;-6.5;Cloudy;W 9;NA;63
CHU;Hpital Saint-Franois-d'Assise;51217602;34;28;6;0;00:00:00;2021-12-29T0:28; 00:00 ;-6.5;Cloudy;W 9;NA;63
CHU;L'Htel-Dieu de Qubec;51217586;15;11;1;0;00:00:00;2021-12-29T0:28; 00:00 ;-6.5;Cloudy;W 9;NA;63
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;13;4;00:00:00;2021-12-29T0:28; 00:00 ;-6.5;Cloudy;W 9;NA;63
CHU;Hpital du Saint-Sacrement;51217529;22;16;6;3;00:00:00;2021-12-29T0:28; 00:00 ;-6.5;Cloudy;W 9;NA;63
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;0;0;00:00:00;2021-12-29T0:28; 00:00 ;-6.5;Cloudy;W 9;NA;63
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;35;3;0;01:00:00;2021-12-29T1:28; 01:00 ;-7.2;Cloudy;SW 5;NA;71
CHU;Hpital Saint-Franois-d'Assise;51217602;34;27;7;0;01:00:00;2021-12-29T1:28; 01:00 ;-7.2;Cloudy;SW 5;NA;71
CHU;L'Htel-Dieu de Qubec;51217586;15;14;1;0;01:00:00;2021-12-29T1:28; 01:00 ;-7.2;Cloudy;SW 5;NA;71
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;13;4;01:00:00;2021-12-29T1:28; 01:00 ;-7.2;Cloudy;SW 5;NA;71
CHU;Hpital du Saint-Sacrement;51217529;22;16;6;3;01:00:00;2021-12-29T1:28; 01:00 ;-7.2;Cloudy;SW 5;NA;71
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;1;0;01:00:00;2021-12-29T1:28; 01:00 ;-7.2;Cloudy;SW 5;NA;71
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;36;3;0;02:00:00;2021-12-29T2:28; 02:00 ;-8.2;Mostly Cloudy;SSW 5;NA;72
CHU;Hpital Saint-Franois-d'Assise;51217602;34;28;7;1;02:00:00;2021-12-29T2:28; 02:00 ;-8.2;Mostly Cloudy;SSW 5;NA;72
CHU;L'Htel-Dieu de Qubec;51217586;15;11;1;0;02:00:00;2021-12-29T2:28; 02:00 ;-8.2;Mostly Cloudy;SSW 5;NA;72
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;13;5;02:00:00;2021-12-29T2:28; 02:00 ;-8.2;Mostly Cloudy;SSW 5;NA;72
CHU;Hpital du Saint-Sacrement;51217529;22;15;6;3;02:00:00;2021-12-29T2:28; 02:00 ;-8.2;Mostly Cloudy;SSW 5;NA;72
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;1;0;02:00:00;2021-12-29T2:28; 02:00 ;-8.2;Mostly Cloudy;SSW 5;NA;72
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;33;2;0;03:00:00;2021-12-29T3:28; 03:00 ;-8.3;Mostly Cloudy;WSW 9;NA;76
CHU;Hpital Saint-Franois-d'Assise;51217602;34;27;7;1;03:00:00;2021-12-29T3:28; 03:00 ;-8.3;Mostly Cloudy;WSW 9;NA;76
CHU;L'Htel-Dieu de Qubec;51217586;15;11;1;0;03:00:00;2021-12-29T3:28; 03:00 ;-8.3;Mostly Cloudy;WSW 9;NA;76
CHU;Hpital de l'Enfant-Jsus;51233914;48;49;12;5;03:00:00;2021-12-29T3:28; 03:00 ;-8.3;Mostly Cloudy;WSW 9;NA;76
CHU;Hpital du Saint-Sacrement;51217529;22;16;6;3;03:00:00;2021-12-29T3:28; 03:00 ;-8.3;Mostly Cloudy;WSW 9;NA;76
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;19;1;0;03:00:00;2021-12-29T3:28; 03:00 ;-8.3;Mostly Cloudy;WSW 9;NA;76
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;33;2;0;04:00:00;2021-12-29T4:28; 04:00 ;-8.7;Mostly Cloudy;SW 6;NA;81
CHU;Hpital Saint-Franois-d'Assise;51217602;34;28;7;1;04:00:00;2021-12-29T4:28; 04:00 ;-8.7;Mostly Cloudy;SW 6;NA;81
CHU;L'Htel-Dieu de Qubec;51217586;15;11;1;0;04:00:00;2021-12-29T4:28; 04:00 ;-8.7;Mostly Cloudy;SW 6;NA;81
CHU;Hpital de l'Enfant-Jsus;51233914;48;49;11;5;04:00:00;2021-12-29T4:28; 04:00 ;-8.7;Mostly Cloudy;SW 6;NA;81
CHU;Hpital du Saint-Sacrement;51217529;22;16;6;3;04:00:00;2021-12-29T4:28; 04:00 ;-8.7;Mostly Cloudy;SW 6;NA;81
