Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;32;7;3;00:00:00;2021-11-21T0:28; 00:00 ;-1.4;Mostly Cloudy;N 6;NA;79
CHU;Hpital Saint-Franois-d'Assise;51217602;34;29;6;0;00:00:00;2021-11-21T0:28; 00:00 ;-1.4;Mostly Cloudy;N 6;NA;79
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;00:00:00;2021-11-21T0:28; 00:00 ;-1.4;Mostly Cloudy;N 6;NA;79
CHU;Hpital de l'Enfant-Jsus;51233914;48;39;12;1;00:00:00;2021-11-21T0:28; 00:00 ;-1.4;Mostly Cloudy;N 6;NA;79
CHU;Hpital du Saint-Sacrement;51217529;22;11;1;0;00:00:00;2021-11-21T0:28; 00:00 ;-1.4;Mostly Cloudy;N 6;NA;79
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;00:00:00;2021-11-21T0:28; 00:00 ;-1.4;Mostly Cloudy;N 6;NA;79
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;32;9;3;01:00:00;2021-11-21T1:28; 01:00 ;-1.3;Cloudy;NNW 6;NA;79
CHU;Hpital Saint-Franois-d'Assise;51217602;34;26;6;0;01:00:00;2021-11-21T1:28; 01:00 ;-1.3;Cloudy;NNW 6;NA;79
CHU;L'Htel-Dieu de Qubec;51217586;15;11;0;0;01:00:00;2021-11-21T1:28; 01:00 ;-1.3;Cloudy;NNW 6;NA;79
CHU;Hpital de l'Enfant-Jsus;51233914;48;41;12;1;01:00:00;2021-11-21T1:28; 01:00 ;-1.3;Cloudy;NNW 6;NA;79
CHU;Hpital du Saint-Sacrement;51217529;22;12;1;0;01:00:00;2021-11-21T1:28; 01:00 ;-1.3;Cloudy;NNW 6;NA;79
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;0;0;01:00:00;2021-11-21T1:28; 01:00 ;-1.3;Cloudy;NNW 6;NA;79
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;36;9;3;02:00:00;2021-11-21T2:28; 02:00 ;-1.0;Mostly Cloudy;NNW 5;NA;77
CHU;Hpital Saint-Franois-d'Assise;51217602;34;27;6;0;02:00:00;2021-11-21T2:28; 02:00 ;-1.0;Mostly Cloudy;NNW 5;NA;77
CHU;L'Htel-Dieu de Qubec;51217586;15;10;0;0;02:00:00;2021-11-21T2:28; 02:00 ;-1.0;Mostly Cloudy;NNW 5;NA;77
CHU;Hpital de l'Enfant-Jsus;51233914;48;43;12;1;02:00:00;2021-11-21T2:28; 02:00 ;-1.0;Mostly Cloudy;NNW 5;NA;77
CHU;Hpital du Saint-Sacrement;51217529;22;12;1;0;02:00:00;2021-11-21T2:28; 02:00 ;-1.0;Mostly Cloudy;NNW 5;NA;77
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;0;0;02:00:00;2021-11-21T2:28; 02:00 ;-1.0;Mostly Cloudy;NNW 5;NA;77
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;37;9;3;03:00:00;2021-11-21T3:28; 03:00 ;-1.1;Light Snowshower;N 3;NA;81
CHU;Hpital Saint-Franois-d'Assise;51217602;34;28;6;0;03:00:00;2021-11-21T3:28; 03:00 ;-1.1;Light Snowshower;N 3;NA;81
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;03:00:00;2021-11-21T3:28; 03:00 ;-1.1;Light Snowshower;N 3;NA;81
CHU;Hpital de l'Enfant-Jsus;51233914;48;43;13;1;03:00:00;2021-11-21T3:28; 03:00 ;-1.1;Light Snowshower;N 3;NA;81
CHU;Hpital du Saint-Sacrement;51217529;22;12;1;0;03:00:00;2021-11-21T3:28; 03:00 ;-1.1;Light Snowshower;N 3;NA;81
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;0;0;03:00:00;2021-11-21T3:28; 03:00 ;-1.1;Light Snowshower;N 3;NA;81
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;40;10;3;04:00:00;2021-11-21T4:28; 04:00 ;-1.3;Light Snowshower;S 4;NA;95
CHU;Hpital Saint-Franois-d'Assise;51217602;34;28;6;0;04:00:00;2021-11-21T4:28; 04:00 ;-1.3;Light Snowshower;S 4;NA;95
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;04:00:00;2021-11-21T4:28; 04:00 ;-1.3;Light Snowshower;S 4;NA;95
CHU;Hpital de l'Enfant-Jsus;51233914;48;46;13;1;04:00:00;2021-11-21T4:28; 04:00 ;-1.3;Light Snowshower;S 4;NA;95
CHU;Hpital du Saint-Sacrement;51217529;22;14;1;0;04:00:00;2021-11-21T4:28; 04:00 ;-1.3;Light Snowshower;S 4;NA;95
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;04:00:00;2021-11-21T4:28; 04:00 ;-1.3;Light Snowshower;S 4;NA;95
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;42;10;3;05:00:00;2021-11-21T5:28; 05:00 ;-1.6;Light Snowshower;ENE 3;NA;96
CHU;Hpital Saint-Franois-d'Assise;51217602;34;30;6;0;05:00:00;2021-11-21T5:28; 05:00 ;-1.6;Light Snowshower;ENE 3;NA;96
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;05:00:00;2021-11-21T5:28; 05:00 ;-1.6;Light Snowshower;ENE 3;NA;96
CHU;Hpital de l'Enfant-Jsus;51233914;48;49;13;1;05:00:00;2021-11-21T5:28; 05:00 ;-1.6;Light Snowshower;ENE 3;NA;96
CHU;Hpital du Saint-Sacrement;51217529;22;15;1;0;05:00:00;2021-11-21T5:28; 05:00 ;-1.6;Light Snowshower;ENE 3;NA;96
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;05:00:00;2021-11-21T5:28; 05:00 ;-1.6;Light Snowshower;ENE 3;NA;96
CHU;Le Centre hospitalier de l'Universit Laval;51217594;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-11-21T6:28; 06:00 ;-1.4;Light Snow;ENE 3;NA;97
CHU;Hpital Saint-Franois-d'Assise;51217602;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-11-21T6:28; 06:00 ;-1.4;Light Snow;ENE 3;NA;97
CHU;L'Htel-Dieu de Qubec;51217586;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-11-21T6:28; 06:00 ;-1.4;Light Snow;ENE 3;NA;97
CHU;Hpital de l'Enfant-Jsus;51233914;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-11-21T6:28; 06:00 ;-1.4;Light Snow;ENE 3;NA;97
CHU;Hpital du Saint-Sacrement;51217529;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-11-21T6:28; 06:00 ;-1.4;Light Snow;ENE 3;NA;97
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-11-21T6:28; 06:00 ;-1.4;Light Snow;ENE 3;NA;97
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;43;10;3;07:00:00;2021-11-21T7:28; 07:00 ;-1.1;Light Snow;N 3;NA;97
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;6;0;07:00:00;2021-11-21T7:28; 07:00 ;-1.1;Light Snow;N 3;NA;97
CHU;L'Htel-Dieu de Qubec;51217586;15;15;1;0;07:00:00;2021-11-21T7:28; 07:00 ;-1.1;Light Snow;N 3;NA;97
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;13;1;07:00:00;2021-11-21T7:28; 07:00 ;-1.1;Light Snow;N 3;NA;97
CHU;Hpital du Saint-Sacrement;51217529;22;15;1;0;07:00:00;2021-11-21T7:28; 07:00 ;-1.1;Light Snow;N 3;NA;97
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;07:00:00;2021-11-21T7:28; 07:00 ;-1.1;Light Snow;N 3;NA;97
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;43;10;3;08:00:00;2021-11-21T8:28; 08:00 ;-1.0;Light Snow;calm;NA;98
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;7;0;08:00:00;2021-11-21T8:28; 08:00 ;-1.0;Light Snow;calm;NA;98
CHU;L'Htel-Dieu de Qubec;51217586;15;12;1;0;08:00:00;2021-11-21T8:28; 08:00 ;-1.0;Light Snow;calm;NA;98
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;15;2;08:00:00;2021-11-21T8:28; 08:00 ;-1.0;Light Snow;calm;NA;98
CHU;Hpital du Saint-Sacrement;51217529;22;15;2;0;08:00:00;2021-11-21T8:28; 08:00 ;-1.0;Light Snow;calm;NA;98
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;08:00:00;2021-11-21T8:28; 08:00 ;-1.0;Light Snow;calm;NA;98
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;43;9;3;09:00:00;2021-11-21T9:28; 09:00 ;-0.5;Light Snow;N 2;NA;97
CHU;Hpital Saint-Franois-d'Assise;51217602;34;32;8;0;09:00:00;2021-11-21T9:28; 09:00 ;-0.5;Light Snow;N 2;NA;97
CHU;L'Htel-Dieu de Qubec;51217586;15;12;1;0;09:00:00;2021-11-21T9:28; 09:00 ;-0.5;Light Snow;N 2;NA;97
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;15;2;09:00:00;2021-11-21T9:28; 09:00 ;-0.5;Light Snow;N 2;NA;97
CHU;Hpital du Saint-Sacrement;51217529;22;15;2;1;09:00:00;2021-11-21T9:28; 09:00 ;-0.5;Light Snow;N 2;NA;97
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;09:00:00;2021-11-21T9:28; 09:00 ;-0.5;Light Snow;N 2;NA;97
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;44;9;3;10:00:00;2021-11-21T10:28; 10:00 ;-0.3;Light Snow;N 3;NA;96
CHU;Hpital Saint-Franois-d'Assise;51217602;34;32;8;0;10:00:00;2021-11-21T10:28; 10:00 ;-0.3;Light Snow;N 3;NA;96
CHU;L'Htel-Dieu de Qubec;51217586;15;13;2;0;10:00:00;2021-11-21T10:28; 10:00 ;-0.3;Light Snow;N 3;NA;96
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;16;3;10:00:00;2021-11-21T10:28; 10:00 ;-0.3;Light Snow;N 3;NA;96
CHU;Hpital du Saint-Sacrement;51217529;22;16;2;1;10:00:00;2021-11-21T10:28; 10:00 ;-0.3;Light Snow;N 3;NA;96
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;10:00:00;2021-11-21T10:28; 10:00 ;-0.3;Light Snow;N 3;NA;96
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;42;9;2;11:00:00;2021-11-21T11:28; 11:00 ;0.0;Snow Grains;calm;NA;96
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;8;0;11:00:00;2021-11-21T11:28; 11:00 ;0.0;Snow Grains;calm;NA;96
CHU;L'Htel-Dieu de Qubec;51217586;15;13;3;0;11:00:00;2021-11-21T11:28; 11:00 ;0.0;Snow Grains;calm;NA;96
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;17;3;11:00:00;2021-11-21T11:28; 11:00 ;0.0;Snow Grains;calm;NA;96
CHU;Hpital du Saint-Sacrement;51217529;22;18;3;1;11:00:00;2021-11-21T11:28; 11:00 ;0.0;Snow Grains;calm;NA;96
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;11:00:00;2021-11-21T11:28; 11:00 ;0.0;Snow Grains;calm;NA;96
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;40;8;2;12:00:00;2021-11-21T12:28; 12:00 ;0.4;Light Drizzle;ENE 5;NA;99
CHU;Hpital Saint-Franois-d'Assise;51217602;34;35;9;1;12:00:00;2021-11-21T12:28; 12:00 ;0.4;Light Drizzle;ENE 5;NA;99
CHU;L'Htel-Dieu de Qubec;51217586;15;13;3;0;12:00:00;2021-11-21T12:28; 12:00 ;0.4;Light Drizzle;ENE 5;NA;99
CHU;Hpital de l'Enfant-Jsus;51233914;48;50;17;3;12:00:00;2021-11-21T12:28; 12:00 ;0.4;Light Drizzle;ENE 5;NA;99
CHU;Hpital du Saint-Sacrement;51217529;22;18;3;1;12:00:00;2021-11-21T12:28; 12:00 ;0.4;Light Drizzle;ENE 5;NA;99
