Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;37;8;1;00:00:00;2021-10-24T0:28; 00:00 ;4.2;Cloudy;WNW 6;NA;73
CHU;Hpital Saint-Franois-d'Assise;51217602;34;35;14;5;00:00:00;2021-10-24T0:28; 00:00 ;4.2;Cloudy;WNW 6;NA;73
CHU;L'Htel-Dieu de Qubec;51217586;15;8;0;0;00:00:00;2021-10-24T0:28; 00:00 ;4.2;Cloudy;WNW 6;NA;73
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;7;2;00:00:00;2021-10-24T0:28; 00:00 ;4.2;Cloudy;WNW 6;NA;73
CHU;Hpital du Saint-Sacrement;51217529;22;18;7;3;00:00:00;2021-10-24T0:28; 00:00 ;4.2;Cloudy;WNW 6;NA;73
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;9;0;0;00:00:00;2021-10-24T0:28; 00:00 ;4.2;Cloudy;WNW 6;NA;73
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;38;8;1;01:00:00;2021-10-24T1:28; 01:00 ;3.4;Mostly Cloudy;WNW 7;NA;74
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;14;5;01:00:00;2021-10-24T1:28; 01:00 ;3.4;Mostly Cloudy;WNW 7;NA;74
CHU;L'Htel-Dieu de Qubec;51217586;15;7;0;0;01:00:00;2021-10-24T1:28; 01:00 ;3.4;Mostly Cloudy;WNW 7;NA;74
CHU;Hpital de l'Enfant-Jsus;51233914;48;54;7;2;01:00:00;2021-10-24T1:28; 01:00 ;3.4;Mostly Cloudy;WNW 7;NA;74
CHU;Hpital du Saint-Sacrement;51217529;22;16;7;3;01:00:00;2021-10-24T1:28; 01:00 ;3.4;Mostly Cloudy;WNW 7;NA;74
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;10;0;0;01:00:00;2021-10-24T1:28; 01:00 ;3.4;Mostly Cloudy;WNW 7;NA;74
