Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;47;8;1;00:00:00;2021-11-03T0:28; 00:00 ;1.0;Mostly Cloudy;N 3;NA;93
CHU;Hpital Saint-Franois-d'Assise;51217602;34;35;10;1;00:00:00;2021-11-03T0:28; 00:00 ;1.0;Mostly Cloudy;N 3;NA;93
CHU;L'Htel-Dieu de Qubec;51217586;15;13;1;0;00:00:00;2021-11-03T0:28; 00:00 ;1.0;Mostly Cloudy;N 3;NA;93
CHU;Hpital de l'Enfant-Jsus;51233914;48;60;20;8;00:00:00;2021-11-03T0:28; 00:00 ;1.0;Mostly Cloudy;N 3;NA;93
CHU;Hpital du Saint-Sacrement;51217529;22;21;7;0;00:00:00;2021-11-03T0:28; 00:00 ;1.0;Mostly Cloudy;N 3;NA;93
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;10;0;0;00:00:00;2021-11-03T0:28; 00:00 ;1.0;Mostly Cloudy;N 3;NA;93
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;45;9;1;01:00:00;2021-11-03T1:28; 01:00 ;0.5;Mostly Cloudy;calm;NA;96
CHU;Hpital Saint-Franois-d'Assise;51217602;34;35;10;1;01:00:00;2021-11-03T1:28; 01:00 ;0.5;Mostly Cloudy;calm;NA;96
CHU;L'Htel-Dieu de Qubec;51217586;15;15;1;0;01:00:00;2021-11-03T1:28; 01:00 ;0.5;Mostly Cloudy;calm;NA;96
CHU;Hpital de l'Enfant-Jsus;51233914;48;62;20;8;01:00:00;2021-11-03T1:28; 01:00 ;0.5;Mostly Cloudy;calm;NA;96
CHU;Hpital du Saint-Sacrement;51217529;22;21;7;0;01:00:00;2021-11-03T1:28; 01:00 ;0.5;Mostly Cloudy;calm;NA;96
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;9;0;0;01:00:00;2021-11-03T1:28; 01:00 ;0.5;Mostly Cloudy;calm;NA;96
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;43;9;1;02:00:00;2021-11-03T2:28; 02:00 ;0.4;Mostly Cloudy;calm;NA;97
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;10;1;02:00:00;2021-11-03T2:28; 02:00 ;0.4;Mostly Cloudy;calm;NA;97
CHU;L'Htel-Dieu de Qubec;51217586;15;15;1;0;02:00:00;2021-11-03T2:28; 02:00 ;0.4;Mostly Cloudy;calm;NA;97
CHU;Hpital de l'Enfant-Jsus;51233914;48;62;21;8;02:00:00;2021-11-03T2:28; 02:00 ;0.4;Mostly Cloudy;calm;NA;97
CHU;Hpital du Saint-Sacrement;51217529;22;21;7;0;02:00:00;2021-11-03T2:28; 02:00 ;0.4;Mostly Cloudy;calm;NA;97
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;10;0;0;02:00:00;2021-11-03T2:28; 02:00 ;0.4;Mostly Cloudy;calm;NA;97
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;41;9;1;03:00:00;2021-11-03T3:28; 03:00 ;1.1;Mostly Cloudy;NW 5;NA;94
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;10;1;03:00:00;2021-11-03T3:28; 03:00 ;1.1;Mostly Cloudy;NW 5;NA;94
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;03:00:00;2021-11-03T3:28; 03:00 ;1.1;Mostly Cloudy;NW 5;NA;94
CHU;Hpital de l'Enfant-Jsus;51233914;48;62;21;8;03:00:00;2021-11-03T3:28; 03:00 ;1.1;Mostly Cloudy;NW 5;NA;94
CHU;Hpital du Saint-Sacrement;51217529;22;21;7;0;03:00:00;2021-11-03T3:28; 03:00 ;1.1;Mostly Cloudy;NW 5;NA;94
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;12;0;0;03:00:00;2021-11-03T3:28; 03:00 ;1.1;Mostly Cloudy;NW 5;NA;94
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;43;9;1;04:00:00;2021-11-03T4:28; 04:00 ;1.2;Mostly Cloudy;N 2;NA;97
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;10;1;04:00:00;2021-11-03T4:28; 04:00 ;1.2;Mostly Cloudy;N 2;NA;97
CHU;L'Htel-Dieu de Qubec;51217586;15;11;0;0;04:00:00;2021-11-03T4:28; 04:00 ;1.2;Mostly Cloudy;N 2;NA;97
CHU;Hpital de l'Enfant-Jsus;51233914;48;62;21;8;04:00:00;2021-11-03T4:28; 04:00 ;1.2;Mostly Cloudy;N 2;NA;97
CHU;Hpital du Saint-Sacrement;51217529;22;21;7;0;04:00:00;2021-11-03T4:28; 04:00 ;1.2;Mostly Cloudy;N 2;NA;97
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;12;0;0;04:00:00;2021-11-03T4:28; 04:00 ;1.2;Mostly Cloudy;N 2;NA;97
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;41;9;1;05:00:00;2021-11-03T5:28; 05:00 ;0.7;Mostly Cloudy;WNW 8;NA;97
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;10;1;05:00:00;2021-11-03T5:28; 05:00 ;0.7;Mostly Cloudy;WNW 8;NA;97
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;05:00:00;2021-11-03T5:28; 05:00 ;0.7;Mostly Cloudy;WNW 8;NA;97
CHU;Hpital de l'Enfant-Jsus;51233914;48;62;21;9;05:00:00;2021-11-03T5:28; 05:00 ;0.7;Mostly Cloudy;WNW 8;NA;97
CHU;Hpital du Saint-Sacrement;51217529;22;22;7;0;05:00:00;2021-11-03T5:28; 05:00 ;0.7;Mostly Cloudy;WNW 8;NA;97
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;05:00:00;2021-11-03T5:28; 05:00 ;0.7;Mostly Cloudy;WNW 8;NA;97
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;42;9;1;06:00:00;2021-11-03T6:28; 06:00 ;-0.1;Mostly Cloudy;W 4;NA;97
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;10;1;06:00:00;2021-11-03T6:28; 06:00 ;-0.1;Mostly Cloudy;W 4;NA;97
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;06:00:00;2021-11-03T6:28; 06:00 ;-0.1;Mostly Cloudy;W 4;NA;97
CHU;Hpital de l'Enfant-Jsus;51233914;48;66;22;9;06:00:00;2021-11-03T6:28; 06:00 ;-0.1;Mostly Cloudy;W 4;NA;97
CHU;Hpital du Saint-Sacrement;51217529;22;23;7;0;06:00:00;2021-11-03T6:28; 06:00 ;-0.1;Mostly Cloudy;W 4;NA;97
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;06:00:00;2021-11-03T6:28; 06:00 ;-0.1;Mostly Cloudy;W 4;NA;97
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;44;9;1;07:00:00;2021-11-03T7:28; 07:00 ;-1.1;Mainly Clear;NNW 4;NA;99
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;11;1;07:00:00;2021-11-03T7:28; 07:00 ;-1.1;Mainly Clear;NNW 4;NA;99
CHU;L'Htel-Dieu de Qubec;51217586;15;10;0;0;07:00:00;2021-11-03T7:28; 07:00 ;-1.1;Mainly Clear;NNW 4;NA;99
CHU;Hpital de l'Enfant-Jsus;51233914;48;66;24;9;07:00:00;2021-11-03T7:28; 07:00 ;-1.1;Mainly Clear;NNW 4;NA;99
CHU;Hpital du Saint-Sacrement;51217529;22;23;7;0;07:00:00;2021-11-03T7:28; 07:00 ;-1.1;Mainly Clear;NNW 4;NA;99
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;19;0;0;07:00:00;2021-11-03T7:28; 07:00 ;-1.1;Mainly Clear;NNW 4;NA;99
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;44;9;1;08:00:00;2021-11-03T8:28; 08:00 ;-2.0;Partly Cloudy;W 4;NA;99
CHU;Hpital Saint-Franois-d'Assise;51217602;34;37;11;1;08:00:00;2021-11-03T8:28; 08:00 ;-2.0;Partly Cloudy;W 4;NA;99
CHU;L'Htel-Dieu de Qubec;51217586;15;7;0;0;08:00:00;2021-11-03T8:28; 08:00 ;-2.0;Partly Cloudy;W 4;NA;99
