Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;44;5;3;00:00:00;2021-11-09T0:28; 00:00 ;1.0;Mainly Clear;calm;NA;34
CHU;Hpital Saint-Franois-d'Assise;51217602;34;28;3;0;00:00:00;2021-11-09T0:28; 00:00 ;1.0;Mainly Clear;calm;NA;34
CHU;L'Htel-Dieu de Qubec;51217586;15;18;0;0;00:00:00;2021-11-09T0:28; 00:00 ;1.0;Mainly Clear;calm;NA;34
CHU;Hpital de l'Enfant-Jsus;51233914;48;64;18;8;00:00:00;2021-11-09T0:28; 00:00 ;1.0;Mainly Clear;calm;NA;34
CHU;Hpital du Saint-Sacrement;51217529;22;27;8;4;00:00:00;2021-11-09T0:28; 00:00 ;1.0;Mainly Clear;calm;NA;34
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;0;0;00:00:00;2021-11-09T0:28; 00:00 ;1.0;Mainly Clear;calm;NA;34
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;45;5;3;01:00:00;2021-11-09T1:28; 01:00 ;0.1;Mainly Clear;calm;NA;32
CHU;Hpital Saint-Franois-d'Assise;51217602;34;28;3;0;01:00:00;2021-11-09T1:28; 01:00 ;0.1;Mainly Clear;calm;NA;32
CHU;L'Htel-Dieu de Qubec;51217586;15;18;0;0;01:00:00;2021-11-09T1:28; 01:00 ;0.1;Mainly Clear;calm;NA;32
CHU;Hpital de l'Enfant-Jsus;51233914;48;64;19;8;01:00:00;2021-11-09T1:28; 01:00 ;0.1;Mainly Clear;calm;NA;32
CHU;Hpital du Saint-Sacrement;51217529;22;28;7;3;01:00:00;2021-11-09T1:28; 01:00 ;0.1;Mainly Clear;calm;NA;32
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;0;0;01:00:00;2021-11-09T1:28; 01:00 ;0.1;Mainly Clear;calm;NA;32
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;49;5;3;02:00:00;2021-11-09T2:28; 02:00 ;0.7;Mainly Clear;N 2;NA;33
CHU;Hpital Saint-Franois-d'Assise;51217602;34;31;3;0;02:00:00;2021-11-09T2:28; 02:00 ;0.7;Mainly Clear;N 2;NA;33
CHU;L'Htel-Dieu de Qubec;51217586;15;18;0;0;02:00:00;2021-11-09T2:28; 02:00 ;0.7;Mainly Clear;N 2;NA;33
CHU;Hpital de l'Enfant-Jsus;51233914;48;67;19;9;02:00:00;2021-11-09T2:28; 02:00 ;0.7;Mainly Clear;N 2;NA;33
CHU;Hpital du Saint-Sacrement;51217529;22;27;6;2;02:00:00;2021-11-09T2:28; 02:00 ;0.7;Mainly Clear;N 2;NA;33
