Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;32;4;1;00:00:00;2021-12-20T0:28; 00:00 ;-12.7;Mainly Clear;WNW 5;NA;65
CHU;Hpital Saint-Franois-d'Assise;51217602;34;37;17;7;00:00:00;2021-12-20T0:28; 00:00 ;-12.7;Mainly Clear;WNW 5;NA;65
CHU;L'Htel-Dieu de Qubec;51217586;15;13;1;0;00:00:00;2021-12-20T0:28; 00:00 ;-12.7;Mainly Clear;WNW 5;NA;65
CHU;Hpital de l'Enfant-Jsus;51233914;48;50;15;3;00:00:00;2021-12-20T0:28; 00:00 ;-12.7;Mainly Clear;WNW 5;NA;65
CHU;Hpital du Saint-Sacrement;51217529;22;14;1;0;00:00:00;2021-12-20T0:28; 00:00 ;-12.7;Mainly Clear;WNW 5;NA;65
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;17;0;0;00:00:00;2021-12-20T0:28; 00:00 ;-12.7;Mainly Clear;WNW 5;NA;65
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;31;3;1;01:00:00;2021-12-20T1:28; 01:00 ;-13.8;Mainly Clear;NW 5;NA;71
CHU;Hpital Saint-Franois-d'Assise;51217602;34;37;19;7;01:00:00;2021-12-20T1:28; 01:00 ;-13.8;Mainly Clear;NW 5;NA;71
CHU;L'Htel-Dieu de Qubec;51217586;15;13;2;0;01:00:00;2021-12-20T1:28; 01:00 ;-13.8;Mainly Clear;NW 5;NA;71
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;15;3;01:00:00;2021-12-20T1:28; 01:00 ;-13.8;Mainly Clear;NW 5;NA;71
CHU;Hpital du Saint-Sacrement;51217529;22;14;1;0;01:00:00;2021-12-20T1:28; 01:00 ;-13.8;Mainly Clear;NW 5;NA;71
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;01:00:00;2021-12-20T1:28; 01:00 ;-13.8;Mainly Clear;NW 5;NA;71
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;32;3;1;02:00:00;2021-12-20T2:28; 02:00 ;-16.8;Mainly Clear;S 4;NA;83
CHU;Hpital Saint-Franois-d'Assise;51217602;34;37;19;7;02:00:00;2021-12-20T2:28; 02:00 ;-16.8;Mainly Clear;S 4;NA;83
CHU;L'Htel-Dieu de Qubec;51217586;15;14;2;0;02:00:00;2021-12-20T2:28; 02:00 ;-16.8;Mainly Clear;S 4;NA;83
CHU;Hpital de l'Enfant-Jsus;51233914;48;57;14;3;02:00:00;2021-12-20T2:28; 02:00 ;-16.8;Mainly Clear;S 4;NA;83
CHU;Hpital du Saint-Sacrement;51217529;22;15;1;0;02:00:00;2021-12-20T2:28; 02:00 ;-16.8;Mainly Clear;S 4;NA;83
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;02:00:00;2021-12-20T2:28; 02:00 ;-16.8;Mainly Clear;S 4;NA;83
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;32;2;1;03:00:00;2021-12-20T3:28; 03:00 ;-18.4;Mainly Clear;calm;NA;84
CHU;Hpital Saint-Franois-d'Assise;51217602;34;35;17;7;03:00:00;2021-12-20T3:28; 03:00 ;-18.4;Mainly Clear;calm;NA;84
CHU;L'Htel-Dieu de Qubec;51217586;15;14;2;0;03:00:00;2021-12-20T3:28; 03:00 ;-18.4;Mainly Clear;calm;NA;84
CHU;Hpital de l'Enfant-Jsus;51233914;48;57;14;3;03:00:00;2021-12-20T3:28; 03:00 ;-18.4;Mainly Clear;calm;NA;84
CHU;Hpital du Saint-Sacrement;51217529;22;16;1;0;03:00:00;2021-12-20T3:28; 03:00 ;-18.4;Mainly Clear;calm;NA;84
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;03:00:00;2021-12-20T3:28; 03:00 ;-18.4;Mainly Clear;calm;NA;84
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;32;2;1;04:00:00;2021-12-20T4:28; 04:00 ;-17.2;Mainly Clear;SW 8;NA;83
CHU;Hpital Saint-Franois-d'Assise;51217602;34;36;16;7;04:00:00;2021-12-20T4:28; 04:00 ;-17.2;Mainly Clear;SW 8;NA;83
CHU;L'Htel-Dieu de Qubec;51217586;15;16;2;0;04:00:00;2021-12-20T4:28; 04:00 ;-17.2;Mainly Clear;SW 8;NA;83
CHU;Hpital de l'Enfant-Jsus;51233914;48;57;14;3;04:00:00;2021-12-20T4:28; 04:00 ;-17.2;Mainly Clear;SW 8;NA;83
CHU;Hpital du Saint-Sacrement;51217529;22;17;2;0;04:00:00;2021-12-20T4:28; 04:00 ;-17.2;Mainly Clear;SW 8;NA;83
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;15;0;0;04:00:00;2021-12-20T4:28; 04:00 ;-17.2;Mainly Clear;SW 8;NA;83
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;35;3;1;05:00:00;2021-12-20T5:28; 05:00 ;-19.5;Mainly Clear;NW 5;NA;85
CHU;Hpital Saint-Franois-d'Assise;51217602;34;36;17;7;05:00:00;2021-12-20T5:28; 05:00 ;-19.5;Mainly Clear;NW 5;NA;85
CHU;L'Htel-Dieu de Qubec;51217586;15;16;2;0;05:00:00;2021-12-20T5:28; 05:00 ;-19.5;Mainly Clear;NW 5;NA;85
CHU;Hpital de l'Enfant-Jsus;51233914;48;58;15;3;05:00:00;2021-12-20T5:28; 05:00 ;-19.5;Mainly Clear;NW 5;NA;85
CHU;Hpital du Saint-Sacrement;51217529;22;17;2;0;05:00:00;2021-12-20T5:28; 05:00 ;-19.5;Mainly Clear;NW 5;NA;85
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;05:00:00;2021-12-20T5:28; 05:00 ;-19.5;Mainly Clear;NW 5;NA;85
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;34;3;1;06:00:00;2021-12-20T6:28; 06:00 ;-19.4;Partly Cloudy;W 5;NA;83
CHU;Hpital Saint-Franois-d'Assise;51217602;34;36;17;7;06:00:00;2021-12-20T6:28; 06:00 ;-19.4;Partly Cloudy;W 5;NA;83
CHU;L'Htel-Dieu de Qubec;51217586;15;18;2;0;06:00:00;2021-12-20T6:28; 06:00 ;-19.4;Partly Cloudy;W 5;NA;83
CHU;Hpital de l'Enfant-Jsus;51233914;pas d'information disponible;pas d'information disponible;pas d'information disponible;pas d'information disponible;06:00:00;2021-12-20T6:28; 06:00 ;-19.4;Partly Cloudy;W 5;NA;83
CHU;Hpital du Saint-Sacrement;51217529;22;17;2;0;06:00:00;2021-12-20T6:28; 06:00 ;-19.4;Partly Cloudy;W 5;NA;83
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;14;0;0;06:00:00;2021-12-20T6:28; 06:00 ;-19.4;Partly Cloudy;W 5;NA;83
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;35;4;1;07:00:00;2021-12-20T7:28; 07:00 ;-17.9;Mostly Cloudy;N 3;NA;84
CHU;Hpital Saint-Franois-d'Assise;51217602;34;34;17;7;07:00:00;2021-12-20T7:28; 07:00 ;-17.9;Mostly Cloudy;N 3;NA;84
