Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;45;2;0;00:00:00;2021-12-01T0:28; 00:00 ;-11.2;Mostly Cloudy;N 2;NA;93
CHU;Hpital Saint-Franois-d'Assise;51217602;34;42;13;6;00:00:00;2021-12-01T0:28; 00:00 ;-11.2;Mostly Cloudy;N 2;NA;93
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;00:00:00;2021-12-01T0:28; 00:00 ;-11.2;Mostly Cloudy;N 2;NA;93
CHU;Hpital de l'Enfant-Jsus;51233914;48;49;10;3;00:00:00;2021-12-01T0:28; 00:00 ;-11.2;Mostly Cloudy;N 2;NA;93
CHU;Hpital du Saint-Sacrement;51217529;22;26;12;5;00:00:00;2021-12-01T0:28; 00:00 ;-11.2;Mostly Cloudy;N 2;NA;93
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;1;0;00:00:00;2021-12-01T0:28; 00:00 ;-11.2;Mostly Cloudy;N 2;NA;93
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;43;3;0;01:00:00;2021-12-01T1:28; 01:00 ;-12.2;Mostly Cloudy;N 2;NA;89
CHU;Hpital Saint-Franois-d'Assise;51217602;34;42;13;6;01:00:00;2021-12-01T1:28; 01:00 ;-12.2;Mostly Cloudy;N 2;NA;89
CHU;L'Htel-Dieu de Qubec;51217586;15;14;0;0;01:00:00;2021-12-01T1:28; 01:00 ;-12.2;Mostly Cloudy;N 2;NA;89
CHU;Hpital de l'Enfant-Jsus;51233914;48;49;10;3;01:00:00;2021-12-01T1:28; 01:00 ;-12.2;Mostly Cloudy;N 2;NA;89
CHU;Hpital du Saint-Sacrement;51217529;22;25;12;5;01:00:00;2021-12-01T1:28; 01:00 ;-12.2;Mostly Cloudy;N 2;NA;89
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;1;0;01:00:00;2021-12-01T1:28; 01:00 ;-12.2;Mostly Cloudy;N 2;NA;89
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;41;3;0;02:00:00;2021-12-01T2:28; 02:00 ;-11.1;Mostly Cloudy;NE 5;NA;90
CHU;Hpital Saint-Franois-d'Assise;51217602;34;41;14;6;02:00:00;2021-12-01T2:28; 02:00 ;-11.1;Mostly Cloudy;NE 5;NA;90
CHU;L'Htel-Dieu de Qubec;51217586;15;16;0;0;02:00:00;2021-12-01T2:28; 02:00 ;-11.1;Mostly Cloudy;NE 5;NA;90
CHU;Hpital de l'Enfant-Jsus;51233914;48;49;10;3;02:00:00;2021-12-01T2:28; 02:00 ;-11.1;Mostly Cloudy;NE 5;NA;90
CHU;Hpital du Saint-Sacrement;51217529;22;25;12;5;02:00:00;2021-12-01T2:28; 02:00 ;-11.1;Mostly Cloudy;NE 5;NA;90
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;1;0;02:00:00;2021-12-01T2:28; 02:00 ;-11.1;Mostly Cloudy;NE 5;NA;90
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;38;3;0;03:00:00;2021-12-01T3:28; 03:00 ;-11.1;Mostly Cloudy;calm;NA;89
CHU;Hpital Saint-Franois-d'Assise;51217602;34;42;15;6;03:00:00;2021-12-01T3:28; 03:00 ;-11.1;Mostly Cloudy;calm;NA;89
CHU;L'Htel-Dieu de Qubec;51217586;15;16;0;0;03:00:00;2021-12-01T3:28; 03:00 ;-11.1;Mostly Cloudy;calm;NA;89
CHU;Hpital de l'Enfant-Jsus;51233914;48;49;10;3;03:00:00;2021-12-01T3:28; 03:00 ;-11.1;Mostly Cloudy;calm;NA;89
CHU;Hpital du Saint-Sacrement;51217529;22;24;11;4;03:00:00;2021-12-01T3:28; 03:00 ;-11.1;Mostly Cloudy;calm;NA;89
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;21;0;0;03:00:00;2021-12-01T3:28; 03:00 ;-11.1;Mostly Cloudy;calm;NA;89
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;39;3;0;04:00:00;2021-12-01T4:28; 04:00 ;-12.0;Partly Cloudy;N 4;NA;91
CHU;Hpital Saint-Franois-d'Assise;51217602;34;43;15;6;04:00:00;2021-12-01T4:28; 04:00 ;-12.0;Partly Cloudy;N 4;NA;91
CHU;L'Htel-Dieu de Qubec;51217586;15;17;0;0;04:00:00;2021-12-01T4:28; 04:00 ;-12.0;Partly Cloudy;N 4;NA;91
CHU;Hpital de l'Enfant-Jsus;51233914;48;51;10;3;04:00:00;2021-12-01T4:28; 04:00 ;-12.0;Partly Cloudy;N 4;NA;91
CHU;Hpital du Saint-Sacrement;51217529;22;24;11;4;04:00:00;2021-12-01T4:28; 04:00 ;-12.0;Partly Cloudy;N 4;NA;91
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;22;0;0;04:00:00;2021-12-01T4:28; 04:00 ;-12.0;Partly Cloudy;N 4;NA;91
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;40;3;0;05:00:00;2021-12-01T5:28; 05:00 ;-9.7;Mostly Cloudy;NNE 8;NA;85
CHU;Hpital Saint-Franois-d'Assise;51217602;34;44;16;6;05:00:00;2021-12-01T5:28; 05:00 ;-9.7;Mostly Cloudy;NNE 8;NA;85
CHU;L'Htel-Dieu de Qubec;51217586;15;18;0;0;05:00:00;2021-12-01T5:28; 05:00 ;-9.7;Mostly Cloudy;NNE 8;NA;85
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;10;3;05:00:00;2021-12-01T5:28; 05:00 ;-9.7;Mostly Cloudy;NNE 8;NA;85
