Nom_etablissement;Nom_installation;No_permis_installation;Nombre_de_civieres_fonctionnelles;Nombre_de_civieres_occupees;Nombre_de_patients_sur_civiere_plus_de_24_heures;Nombre_de_patients_sur_civiere_plus_de_48_heures;Heure_de_l'extraction_(image);Mise_a_jour;heure_meteo;temperature;climat;vent;humidex;humidite_relative
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;35;11;7;00:00:00;2021-11-29T0:28; 00:00 ;-11.2;Partly Cloudy;NNW 5;NA;89
CHU;Hpital Saint-Franois-d'Assise;51217602;34;33;11;3;00:00:00;2021-11-29T0:28; 00:00 ;-11.2;Partly Cloudy;NNW 5;NA;89
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;00:00:00;2021-11-29T0:28; 00:00 ;-11.2;Partly Cloudy;NNW 5;NA;89
CHU;Hpital de l'Enfant-Jsus;51233914;48;55;20;10;00:00:00;2021-11-29T0:28; 00:00 ;-11.2;Partly Cloudy;NNW 5;NA;89
CHU;Hpital du Saint-Sacrement;51217529;22;20;5;3;00:00:00;2021-11-29T0:28; 00:00 ;-11.2;Partly Cloudy;NNW 5;NA;89
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;16;0;0;00:00:00;2021-11-29T0:28; 00:00 ;-11.2;Partly Cloudy;NNW 5;NA;89
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;34;11;7;01:00:00;2021-11-29T1:28; 01:00 ;-11.1;Partly Cloudy;ENE 5;NA;92
CHU;Hpital Saint-Franois-d'Assise;51217602;34;35;10;2;01:00:00;2021-11-29T1:28; 01:00 ;-11.1;Partly Cloudy;ENE 5;NA;92
CHU;L'Htel-Dieu de Qubec;51217586;15;11;0;0;01:00:00;2021-11-29T1:28; 01:00 ;-11.1;Partly Cloudy;ENE 5;NA;92
CHU;Hpital de l'Enfant-Jsus;51233914;48;55;21;10;01:00:00;2021-11-29T1:28; 01:00 ;-11.1;Partly Cloudy;ENE 5;NA;92
CHU;Hpital du Saint-Sacrement;51217529;22;18;5;3;01:00:00;2021-11-29T1:28; 01:00 ;-11.1;Partly Cloudy;ENE 5;NA;92
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;0;0;01:00:00;2021-11-29T1:28; 01:00 ;-11.1;Partly Cloudy;ENE 5;NA;92
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;33;11;7;02:00:00;2021-11-29T2:28; 02:00 ;-14.3;Partly Cloudy;NW 4;NA;84
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;11;2;02:00:00;2021-11-29T2:28; 02:00 ;-14.3;Partly Cloudy;NW 4;NA;84
CHU;L'Htel-Dieu de Qubec;51217586;15;11;0;0;02:00:00;2021-11-29T2:28; 02:00 ;-14.3;Partly Cloudy;NW 4;NA;84
CHU;Hpital de l'Enfant-Jsus;51233914;48;55;21;11;02:00:00;2021-11-29T2:28; 02:00 ;-14.3;Partly Cloudy;NW 4;NA;84
CHU;Hpital du Saint-Sacrement;51217529;22;18;5;3;02:00:00;2021-11-29T2:28; 02:00 ;-14.3;Partly Cloudy;NW 4;NA;84
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;0;0;02:00:00;2021-11-29T2:28; 02:00 ;-14.3;Partly Cloudy;NW 4;NA;84
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;33;11;7;03:00:00;2021-11-29T3:28; 03:00 ;-12.5;Mostly Cloudy;calm;NA;89
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;11;2;03:00:00;2021-11-29T3:28; 03:00 ;-12.5;Mostly Cloudy;calm;NA;89
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;03:00:00;2021-11-29T3:28; 03:00 ;-12.5;Mostly Cloudy;calm;NA;89
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;21;11;03:00:00;2021-11-29T3:28; 03:00 ;-12.5;Mostly Cloudy;calm;NA;89
CHU;Hpital du Saint-Sacrement;51217529;22;19;5;3;03:00:00;2021-11-29T3:28; 03:00 ;-12.5;Mostly Cloudy;calm;NA;89
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;0;0;03:00:00;2021-11-29T3:28; 03:00 ;-12.5;Mostly Cloudy;calm;NA;89
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;33;11;7;04:00:00;2021-11-29T4:28; 04:00 ;-11.2;Partly Cloudy;NE 4;NA;87
CHU;Hpital Saint-Franois-d'Assise;51217602;34;37;11;2;04:00:00;2021-11-29T4:28; 04:00 ;-11.2;Partly Cloudy;NE 4;NA;87
CHU;L'Htel-Dieu de Qubec;51217586;15;13;0;0;04:00:00;2021-11-29T4:28; 04:00 ;-11.2;Partly Cloudy;NE 4;NA;87
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;21;11;04:00:00;2021-11-29T4:28; 04:00 ;-11.2;Partly Cloudy;NE 4;NA;87
CHU;Hpital du Saint-Sacrement;51217529;22;19;5;3;04:00:00;2021-11-29T4:28; 04:00 ;-11.2;Partly Cloudy;NE 4;NA;87
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;0;0;04:00:00;2021-11-29T4:28; 04:00 ;-11.2;Partly Cloudy;NE 4;NA;87
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;33;11;7;05:00:00;2021-11-29T5:28; 05:00 ;-11.7;Mostly Cloudy;N 5;NA;87
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;11;2;05:00:00;2021-11-29T5:28; 05:00 ;-11.7;Mostly Cloudy;N 5;NA;87
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;05:00:00;2021-11-29T5:28; 05:00 ;-11.7;Mostly Cloudy;N 5;NA;87
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;21;11;05:00:00;2021-11-29T5:28; 05:00 ;-11.7;Mostly Cloudy;N 5;NA;87
CHU;Hpital du Saint-Sacrement;51217529;22;19;5;3;05:00:00;2021-11-29T5:28; 05:00 ;-11.7;Mostly Cloudy;N 5;NA;87
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;18;0;0;05:00:00;2021-11-29T5:28; 05:00 ;-11.7;Mostly Cloudy;N 5;NA;87
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;37;11;7;06:00:00;2021-11-29T6:28; 06:00 ;-12.0;Partly Cloudy;NNW 3;NA;89
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;12;2;06:00:00;2021-11-29T6:28; 06:00 ;-12.0;Partly Cloudy;NNW 3;NA;89
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;06:00:00;2021-11-29T6:28; 06:00 ;-12.0;Partly Cloudy;NNW 3;NA;89
CHU;Hpital de l'Enfant-Jsus;51233914;48;53;21;12;06:00:00;2021-11-29T6:28; 06:00 ;-12.0;Partly Cloudy;NNW 3;NA;89
CHU;Hpital du Saint-Sacrement;51217529;22;19;5;3;06:00:00;2021-11-29T6:28; 06:00 ;-12.0;Partly Cloudy;NNW 3;NA;89
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;0;0;06:00:00;2021-11-29T6:28; 06:00 ;-12.0;Partly Cloudy;NNW 3;NA;89
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;38;11;7;07:00:00;2021-11-29T7:28; 07:00 ;-11.3;Mostly Cloudy;N 6;NA;85
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;12;2;07:00:00;2021-11-29T7:28; 07:00 ;-11.3;Mostly Cloudy;N 6;NA;85
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;07:00:00;2021-11-29T7:28; 07:00 ;-11.3;Mostly Cloudy;N 6;NA;85
CHU;Hpital de l'Enfant-Jsus;51233914;48;54;21;12;07:00:00;2021-11-29T7:28; 07:00 ;-11.3;Mostly Cloudy;N 6;NA;85
CHU;Hpital du Saint-Sacrement;51217529;22;19;5;3;07:00:00;2021-11-29T7:28; 07:00 ;-11.3;Mostly Cloudy;N 6;NA;85
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;20;0;0;07:00:00;2021-11-29T7:28; 07:00 ;-11.3;Mostly Cloudy;N 6;NA;85
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;35;11;7;08:00:00;2021-11-29T8:28; 08:00 ;-9.4;Mostly Cloudy;NNE 7;NA;85
CHU;Hpital Saint-Franois-d'Assise;51217602;34;38;12;3;08:00:00;2021-11-29T8:28; 08:00 ;-9.4;Mostly Cloudy;NNE 7;NA;85
CHU;L'Htel-Dieu de Qubec;51217586;15;12;0;0;08:00:00;2021-11-29T8:28; 08:00 ;-9.4;Mostly Cloudy;NNE 7;NA;85
CHU;Hpital de l'Enfant-Jsus;51233914;48;52;21;12;08:00:00;2021-11-29T8:28; 08:00 ;-9.4;Mostly Cloudy;NNE 7;NA;85
CHU;Hpital du Saint-Sacrement;51217529;22;19;5;3;08:00:00;2021-11-29T8:28; 08:00 ;-9.4;Mostly Cloudy;NNE 7;NA;85
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;19;0;0;08:00:00;2021-11-29T8:28; 08:00 ;-9.4;Mostly Cloudy;NNE 7;NA;85
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;37;12;7;09:00:00;2021-11-29T9:28; 09:00 ;-8.8;Mostly Cloudy;N 4;NA;85
CHU;Hpital Saint-Franois-d'Assise;51217602;34;37;12;3;09:00:00;2021-11-29T9:28; 09:00 ;-8.8;Mostly Cloudy;N 4;NA;85
CHU;L'Htel-Dieu de Qubec;51217586;15;10;0;0;09:00:00;2021-11-29T9:28; 09:00 ;-8.8;Mostly Cloudy;N 4;NA;85
CHU;Hpital de l'Enfant-Jsus;51233914;48;54;22;12;09:00:00;2021-11-29T9:28; 09:00 ;-8.8;Mostly Cloudy;N 4;NA;85
CHU;Hpital du Saint-Sacrement;51217529;22;21;6;3;09:00:00;2021-11-29T9:28; 09:00 ;-8.8;Mostly Cloudy;N 4;NA;85
Institut universitaire de cardiologie et de pneumologie de Qubec;Institut universitaire de cardiologie et de pneumologie de Qubec;51232130;20;19;0;0;09:00:00;2021-11-29T9:28; 09:00 ;-8.8;Mostly Cloudy;N 4;NA;85
CHU;Le Centre hospitalier de l'Universit Laval;51217594;43;36;11;8;10:00:00;2021-11-29T10:28; 10:00 ;-6.9;Mostly Cloudy;NE 7;NA;84
CHU;Hpital Saint-Franois-d'Assise;51217602;34;36;11;3;10:00:00;2021-11-29T10:28; 10:00 ;-6.9;Mostly Cloudy;NE 7;NA;84
CHU;L'Htel-Dieu de Qubec;51217586;15;10;0;0;10:00:00;2021-11-29T10:28; 10:00 ;-6.9;Mostly Cloudy;NE 7;NA;84
CHU;Hpital de l'Enfant-Jsus;51233914;48;54;23;13;10:00:00;2021-11-29T10:28; 10:00 ;-6.9;Mostly Cloudy;NE 7;NA;84
CHU;Hpital du Saint-Sacrement;51217529;22;22;6;3;10:00:00;2021-11-29T10:28; 10:00 ;-6.9;Mostly Cloudy;NE 7;NA;84
